,Column,Metric,Score
0,person_age,TVComplement,0.19575389342831206
1,person_income,TVComplement,0.2479921782247363
2,person_home_ownership,TVComplement,0.4498917522173337
3,person_emp_length,TVComplement,0.33871080382708296
4,loan_intent,TVComplement,0.9398351840212306
5,loan_grade,TVComplement,0.7334660241636985
6,loan_amnt,TVComplement,0.5975626789580277
7,loan_int_rate,TVComplement,0.7563028144423494
8,loan_percent_income,TVComplement,0.7771492422655214
9,cb_person_default_on_file,TVComplement,0.6924366226691808
10,cb_person_cred_hist_length,TVComplement,0.39492981353446477
11,loan_status,TVComplement,0.9980445561840912
