,Column,Metric,Score
0,cap-shape,KSComplement,0.7133185622845889
1,cap-surface,KSComplement,0.7853274249138356
2,cap-color,KSComplement,0.7838503200393895
3,bruises,KSComplement,0.9448547513540128
4,odor,KSComplement,0.7694485475135402
5,gill-attachment,KSComplement,0.5728705071393403
6,gill-spacing,KSComplement,0.6763909404234367
7,gill-size,KSComplement,0.8298867552929592
8,gill-color,KSComplement,0.8988183161004432
9,stalk-shape,KSComplement,0.9713195470211718
10,stalk-root,KSComplement,0.6579271294928606
11,stalk-surface-above-ring,KSComplement,0.7733874938453964
12,stalk-surface-below-ring,KSComplement,0.7600935499753816
13,stalk-color-above-ring,KSComplement,0.43353028064992616
14,stalk-color-below-ring,KSComplement,0.48584441161989167
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.5508370260955194
17,ring-number,KSComplement,0.6347858197932053
18,ring-type,KSComplement,0.6735598227474151
19,spore-print-color,KSComplement,0.7202117183653373
20,population,KSComplement,0.6448793697685868
21,habitat,KSComplement,0.637616937469227
22,class,KSComplement,0.9854751354012802
