,Column,Metric,Score
0,cap-shape,TVComplement,7.385526634706707e-10
1,cap-surface,TVComplement,4.923684793212146e-10
2,cap-color,TVComplement,1.2309206987026755e-09
3,bruises,TVComplement,2.461841841494561e-10
4,odor,TVComplement,1.1078288286725524e-09
5,gill-attachment,TVComplement,2.461841841494561e-10
6,gill-spacing,TVComplement,2.461841841494561e-10
7,gill-size,TVComplement,2.4618429517175855e-10
8,gill-color,TVComplement,1.4771048828521316e-09
9,stalk-shape,TVComplement,2.461841841494561e-10
10,stalk-root,TVComplement,6.154604603736402e-10
11,stalk-surface-above-ring,TVComplement,4.923683682989122e-10
12,stalk-surface-below-ring,TVComplement,4.923683682989122e-10
13,stalk-color-above-ring,TVComplement,1.1078288286725524e-09
14,stalk-color-below-ring,TVComplement,1.1078289396948549e-09
15,veil-type,TVComplement,1.2309209207472804e-10
16,veil-color,TVComplement,4.923683682989122e-10
17,ring-number,TVComplement,3.692763872464866e-10
18,ring-type,TVComplement,6.154604603736402e-10
19,spore-print-color,TVComplement,1.10782871765025e-09
20,population,TVComplement,7.385525524483683e-10
21,habitat,TVComplement,8.616446445230963e-10
22,class,TVComplement,2.461841841494561e-10
