,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Error
0,cap-shape,cap-surface,CorrelationSimilarity,0.9671464326727008,0.015253476952874052,-0.05045365770172432,
1,cap-shape,cap-color,CorrelationSimilarity,0.9685352046189103,0.01472675256172916,-0.048202838200450335,
2,cap-shape,bruises,CorrelationSimilarity,0.9789520433006441,0.006721782468497909,-0.03537413093021387,
3,cap-shape,odor,CorrelationSimilarity,0.9864535985201532,-0.04902805258772529,-0.02193524962803171,
4,cap-shape,gill-attachment,CorrelationSimilarity,0.9647258200727968,0.00831670719339643,0.07886506704780277,
5,cap-shape,gill-spacing,CorrelationSimilarity,0.9858585510091411,-0.015086849781431077,0.013196048200286673,
6,cap-shape,gill-size,CorrelationSimilarity,0.9505953149030208,-0.044759076891031487,0.05405029330292676,
7,cap-shape,gill-color,CorrelationSimilarity,0.9842385688457936,0.02548409908209373,-0.006038763226319081,
8,cap-shape,stalk-shape,CorrelationSimilarity,0.9994352130355474,0.06492379010888517,0.06379421617997998,
9,cap-shape,stalk-root,CorrelationSimilarity,0.9063417756728182,0.21750750408447067,0.030191055430106986,
10,cap-shape,stalk-surface-above-ring,CorrelationSimilarity,0.9763214788890416,0.016939872407405375,-0.030417169814511362,
11,cap-shape,stalk-surface-below-ring,CorrelationSimilarity,0.9888972291241824,-0.010385562666352594,-0.03259110441798784,
12,cap-shape,stalk-color-above-ring,CorrelationSimilarity,0.9728619616014861,0.022616782520158734,-0.03165929427686915,
13,cap-shape,stalk-color-below-ring,CorrelationSimilarity,0.9858991509860008,-0.0021881196804783886,-0.03038981770847676,
14,cap-shape,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
15,cap-shape,veil-color,CorrelationSimilarity,0.9585207275216603,-0.010398077957233019,0.07256046699944634,
16,cap-shape,ring-number,CorrelationSimilarity,0.9331472519347243,0.02717169649175485,-0.10653379963879663,
17,cap-shape,ring-type,CorrelationSimilarity,0.9839435633725194,0.0066562833157896625,-0.025456589939171506,
18,cap-shape,spore-print-color,CorrelationSimilarity,0.9792046812796875,-0.03182490073057581,-0.07341553817120075,
19,cap-shape,population,CorrelationSimilarity,0.9876701681600901,0.038753486803462925,0.06341315048328272,
20,cap-shape,habitat,CorrelationSimilarity,0.9391195726657441,0.0795399462835132,-0.04222090838499863,
21,cap-shape,class,CorrelationSimilarity,0.9193572169424747,-0.10833500168068728,0.052950564434363315,
22,cap-surface,cap-color,CorrelationSimilarity,0.9304091492349614,0.11977998889455045,-0.019401712635526605,
23,cap-surface,bruises,CorrelationSimilarity,0.9825182601413843,0.03526494193461011,0.07022842165184157,
24,cap-surface,odor,CorrelationSimilarity,0.9815162062826368,0.008265715800684225,0.045233303235410506,
25,cap-surface,gill-attachment,CorrelationSimilarity,0.9903718274901361,-0.014923544462021284,-0.034179889481749014,
26,cap-surface,gill-spacing,CorrelationSimilarity,0.8215473210507287,0.07459957079324293,-0.2823057871052996,
27,cap-surface,gill-size,CorrelationSimilarity,0.9010569315828822,0.01021370381002397,0.20809984064425951,
28,cap-surface,gill-color,CorrelationSimilarity,0.9231765241370787,-0.007370544136187331,-0.1610174958620299,
29,cap-surface,stalk-shape,CorrelationSimilarity,0.8697474437726753,-0.27462773808082547,-0.01412262562617612,
30,cap-surface,stalk-root,CorrelationSimilarity,0.8137854023588493,0.24618468933770385,-0.12624450594459752,
31,cap-surface,stalk-surface-above-ring,CorrelationSimilarity,0.9531340695793639,-0.0046415231429480005,0.0890903376983242,
32,cap-surface,stalk-surface-below-ring,CorrelationSimilarity,0.9484608212582673,0.004886151786025905,0.10796450926949135,
33,cap-surface,stalk-color-above-ring,CorrelationSimilarity,0.9613838229013274,-0.011182073859978976,0.06605028033736614,
34,cap-surface,stalk-color-below-ring,CorrelationSimilarity,0.9712148735883808,0.011314645769703053,0.06888489859294145,
35,cap-surface,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
36,cap-surface,veil-color,CorrelationSimilarity,0.9836559395163031,0.016084705414643196,-0.016603415552750543,
37,cap-surface,ring-number,CorrelationSimilarity,0.9896650987731761,-0.005477329102905631,-0.026147131556553464,
38,cap-surface,ring-type,CorrelationSimilarity,0.9600697272840337,-0.026546400633953075,-0.10640694606588551,
39,cap-surface,spore-print-color,CorrelationSimilarity,0.8864602562641943,0.0032845660856509386,0.2303640535572622,
40,cap-surface,population,CorrelationSimilarity,0.9339923759275401,-0.11046012052575346,0.02155512761916619,
41,cap-surface,habitat,CorrelationSimilarity,0.8401139503931303,-0.15588545122952283,0.16388664798421648,
42,cap-surface,class,CorrelationSimilarity,0.9177293313503921,0.01390478866246686,0.1784461259616825,
43,cap-color,bruises,CorrelationSimilarity,0.955731497205093,0.08777255635043268,-0.0007644492393814355,
44,cap-color,odor,CorrelationSimilarity,0.8326230236419774,-0.052366992758784786,-0.38712094547483017,
45,cap-color,gill-attachment,CorrelationSimilarity,0.9781382604679755,-0.002287890918919498,0.04143558814512954,
46,cap-color,gill-spacing,CorrelationSimilarity,0.9462196838588165,0.036698340662739436,0.14425897294510645,
47,cap-color,gill-size,CorrelationSimilarity,0.949209397821718,-0.06788308043214948,-0.1694642847887136,
48,cap-color,gill-color,CorrelationSimilarity,0.9548006697389345,-0.005739577951142195,0.08465908257098886,
49,cap-color,stalk-shape,CorrelationSimilarity,0.8574318570900914,-0.17135974915063937,-0.45649603497045643,
50,cap-color,stalk-root,CorrelationSimilarity,0.9253218511797986,0.1719175652524331,0.321273862892836,
51,cap-color,stalk-surface-above-ring,CorrelationSimilarity,0.958632633590018,0.021897668082814844,-0.06083706473714897,
