,Column,Metric,Score
0,cap-shape,KSComplement,0.7207040866568193
1,cap-surface,KSComplement,0.9277449532250123
2,cap-color,KSComplement,0.8478581979320532
3,bruises,KSComplement,0.9096504185130477
4,odor,KSComplement,0.6591580502215657
5,gill-attachment,KSComplement,0.8578286558345642
6,gill-spacing,KSComplement,0.8819547021171836
7,gill-size,KSComplement,0.8090841949778435
8,gill-color,KSComplement,0.8792466765140325
9,stalk-shape,KSComplement,0.7564007877892663
10,stalk-root,KSComplement,0.7736336779911374
11,stalk-surface-above-ring,KSComplement,0.7395371738060069
12,stalk-surface-below-ring,KSComplement,0.7413835548990645
13,stalk-color-above-ring,KSComplement,0.7135647464303299
14,stalk-color-below-ring,KSComplement,0.5825947808961103
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.8810930576070901
17,ring-number,KSComplement,0.9347612013786312
18,ring-type,KSComplement,0.8206548498276711
19,spore-print-color,KSComplement,0.8362875430822255
20,population,KSComplement,0.7612013786312162
21,habitat,KSComplement,0.8474889217134416
22,class,KSComplement,0.9972919743968488
