,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Error
0,cap-shape,cap-surface,CorrelationSimilarity,0.9872041941205995,-0.02486204594292329,-0.05045365770172432,
1,cap-shape,cap-color,CorrelationSimilarity,0.9690597938174752,0.01367757416459925,-0.048202838200450335,
2,cap-shape,bruises,CorrelationSimilarity,0.9602705926559695,0.04408468375784715,-0.03537413093021387,
3,cap-shape,odor,CorrelationSimilarity,0.985875982177399,-0.05018328527323365,-0.02193524962803171,
4,cap-shape,gill-attachment,CorrelationSimilarity,0.9110238845068427,-0.09908716393851182,0.07886506704780277,
5,cap-shape,gill-spacing,CorrelationSimilarity,0.9952106685243448,0.00361738524897622,0.013196048200286673,
6,cap-shape,gill-size,CorrelationSimilarity,0.9151689246641351,-0.11561185736880307,0.05405029330292676,
7,cap-shape,gill-color,CorrelationSimilarity,0.947629046400514,0.09870314397265283,-0.006038763226319081,
8,cap-shape,stalk-shape,CorrelationSimilarity,0.9174086101237003,0.22897699593257928,0.06379421617997998,
9,cap-shape,stalk-root,CorrelationSimilarity,0.9072931081479793,0.21560483913414843,0.030191055430106986,
10,cap-shape,stalk-surface-above-ring,CorrelationSimilarity,0.9539371035108746,0.06170862316373948,-0.030417169814511362,
11,cap-shape,stalk-surface-below-ring,CorrelationSimilarity,0.9805555745988906,0.0062977463842308415,-0.03259110441798784,
12,cap-shape,stalk-color-above-ring,CorrelationSimilarity,0.9605185387279723,0.047303628267186114,-0.03165929427686915,
13,cap-shape,stalk-color-below-ring,CorrelationSimilarity,0.9777385381695671,0.014133105952389027,-0.03038981770847676,
14,cap-shape,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
15,cap-shape,veil-color,CorrelationSimilarity,0.9131990761155399,-0.10104138076947387,0.07256046699944634,
16,cap-shape,ring-number,CorrelationSimilarity,0.9218067350977572,0.04985273016568893,-0.10653379963879663,
17,cap-shape,ring-type,CorrelationSimilarity,0.9636732582571341,0.04719689354656033,-0.025456589939171506,
18,cap-shape,spore-print-color,CorrelationSimilarity,0.963747236615082,-0.0009100114013647498,-0.07341553817120075,
19,cap-shape,population,CorrelationSimilarity,0.9904133697014724,0.044239889886227485,0.06341315048328272,
20,cap-shape,habitat,CorrelationSimilarity,0.9422422133081867,0.07329466499862806,-0.04222090838499863,
21,cap-shape,class,CorrelationSimilarity,0.8668045650349048,-0.21344030549582718,0.052950564434363315,
22,cap-surface,cap-color,CorrelationSimilarity,0.9226383675563586,0.13532155225175607,-0.019401712635526605,
23,cap-surface,bruises,CorrelationSimilarity,0.9889158272533103,0.09239676714522109,0.07022842165184157,
24,cap-surface,odor,CorrelationSimilarity,0.989482764478598,0.0241988321926065,0.045233303235410506,
25,cap-surface,gill-attachment,CorrelationSimilarity,0.9612762317480924,0.043267647022066105,-0.034179889481749014,
26,cap-surface,gill-spacing,CorrelationSimilarity,0.8012615453070082,0.11517112228068396,-0.2823057871052996,
27,cap-surface,gill-size,CorrelationSimilarity,0.9117651710979601,0.03163018284017967,0.20809984064425951,
28,cap-surface,gill-color,CorrelationSimilarity,0.929046027273044,-0.019109550408117914,-0.1610174958620299,
29,cap-surface,stalk-shape,CorrelationSimilarity,0.8287583547247961,-0.35660591617658394,-0.01412262562617612,
30,cap-surface,stalk-root,CorrelationSimilarity,0.8539780755023492,0.16579934305070404,-0.12624450594459752,
31,cap-surface,stalk-surface-above-ring,CorrelationSimilarity,0.9094514477007922,-0.0920067669000913,0.0890903376983242,
32,cap-surface,stalk-surface-below-ring,CorrelationSimilarity,0.9544979688181413,0.01696044690577397,0.10796450926949135,
33,cap-surface,stalk-color-above-ring,CorrelationSimilarity,0.9536950415559775,-0.026559636550678813,0.06605028033736614,
34,cap-surface,stalk-color-below-ring,CorrelationSimilarity,0.9789176689403551,0.02672023647365175,0.06888489859294145,
35,cap-surface,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
36,cap-surface,veil-color,CorrelationSimilarity,0.9576252964093971,0.06814599162845533,-0.016603415552750543,
37,cap-surface,ring-number,CorrelationSimilarity,0.9976711532881424,-0.02148943813283812,-0.026147131556553464,
38,cap-surface,ring-type,CorrelationSimilarity,0.9798254759301142,-0.06605789792611377,-0.10640694606588551,
39,cap-surface,spore-print-color,CorrelationSimilarity,0.8957867190083579,0.02193749157397803,0.2303640535572622,
40,cap-surface,population,CorrelationSimilarity,0.8545564780387194,-0.26933191630339515,0.02155512761916619,
41,cap-surface,habitat,CorrelationSimilarity,0.7873454398792996,-0.26142247225718424,0.16388664798421648,
42,cap-surface,class,CorrelationSimilarity,0.9308678425456746,0.0401818110530316,0.1784461259616825,
43,cap-color,bruises,CorrelationSimilarity,0.9163360331302526,0.1665634845001134,-0.0007644492393814355,
44,cap-color,odor,CorrelationSimilarity,0.8338705260802513,-0.054861997635332574,-0.38712094547483017,
45,cap-color,gill-attachment,CorrelationSimilarity,0.9473083006984078,-0.06394781045805491,0.04143558814512954,
46,cap-color,gill-spacing,CorrelationSimilarity,0.9921057534340547,0.1284704798132158,0.14425897294510645,
47,cap-color,gill-size,CorrelationSimilarity,0.992723260521032,-0.15491080583077751,-0.1694642847887136,
48,cap-color,gill-color,CorrelationSimilarity,0.9827939362733197,0.050246955117628216,0.08465908257098886,
49,cap-color,stalk-shape,CorrelationSimilarity,0.8633105773844771,-0.18311718973941085,-0.45649603497045643,
50,cap-color,stalk-root,CorrelationSimilarity,0.9182442129087596,0.1577622887103552,0.321273862892836,
51,cap-color,stalk-surface-above-ring,CorrelationSimilarity,0.9793156655894533,-0.019468395916055477,-0.06083706473714897,
52,cap-color,stalk-surface-below-ring,CorrelationSimilarity,0.970327725406751,0.011634335378507167,-0.04771021380799076,
53,cap-color,stalk-color-above-ring,CorrelationSimilarity,0.9823210438258523,-0.03299369742711112,0.002364214921184415,
54,cap-color,stalk-color-below-ring,CorrelationSimilarity,0.9950729236062217,0.017911560627127926,0.008057407839571224,
55,cap-color,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
56,cap-color,veil-color,CorrelationSimilarity,0.9452551042741897,-0.07336026593401405,0.036129525517606585,
57,cap-color,ring-number,CorrelationSimilarity,0.9717980849213165,0.05058134800083354,-0.005822482156533505,
58,cap-color,ring-type,CorrelationSimilarity,0.8943477568018056,-0.04879179076325799,0.16251269563313087,
59,cap-color,spore-print-color,CorrelationSimilarity,0.8478565267953903,0.010764241874912083,-0.29352270453430734,
60,cap-color,population,CorrelationSimilarity,0.9906675993830544,-0.16343438697882098,-0.1447695857449297,
61,cap-color,habitat,CorrelationSimilarity,0.9561353620417224,-0.05380403897111067,0.033925236945444394,
62,cap-color,class,CorrelationSimilarity,0.8937740562994505,-0.24383597426323095,-0.03138408686213198,
63,bruises,odor,CorrelationSimilarity,0.9939424274164431,-0.04971006230969911,-0.06182520747681287,
64,bruises,gill-attachment,CorrelationSimilarity,0.8977033038629119,-0.06723427593951878,0.13735911633465742,
65,bruises,gill-spacing,CorrelationSimilarity,0.7748004378661234,0.15092617753064116,-0.29947294673711206,
66,bruises,gill-size,CorrelationSimilarity,0.9035567066664533,-0.17670919752220499,-0.36959578418929845,
67,bruises,gill-color,CorrelationSimilarity,0.7504752673158572,0.028070081665845258,0.5271195470341308,
68,bruises,stalk-shape,CorrelationSimilarity,0.8997814549021705,-0.1010728681143068,0.09936422208135212,
69,bruises,stalk-root,CorrelationSimilarity,0.9556361528549014,0.1554605457983529,0.24418824008855006,
70,bruises,stalk-surface-above-ring,CorrelationSimilarity,0.7111245229915883,-0.11692708406462114,0.46082386995220226,
71,bruises,stalk-surface-below-ring,CorrelationSimilarity,0.7568346402627505,-0.027347887534854398,0.4589828319396446,
72,bruises,stalk-color-above-ring,CorrelationSimilarity,0.9623988282485754,0.008335619202683112,0.08353796270553238,
73,bruises,stalk-color-below-ring,CorrelationSimilarity,0.982471512779638,0.12793062386843043,0.09287364942770635,
74,bruises,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
75,bruises,veil-color,CorrelationSimilarity,0.8982787983712703,-0.08367290267002168,0.11976950058743761,
76,bruises,ring-number,CorrelationSimilarity,0.9985967683515968,0.053981104624684875,0.0567875679214912,
77,bruises,ring-type,CorrelationSimilarity,0.6522203849918884,-0.002586311527132566,0.6929729184890906,
78,bruises,spore-print-color,CorrelationSimilarity,0.8435822188948298,0.027827282321298774,-0.2850082798890417,
79,bruises,population,CorrelationSimilarity,0.8041049891815818,-0.30365279447996374,0.08813722715687264,
80,bruises,habitat,CorrelationSimilarity,0.9834877395569278,-0.04207087490050984,-0.0750953957866542,
81,bruises,class,CorrelationSimilarity,0.9027560642487491,-0.307042505905057,-0.5015303774075588,
82,odor,gill-attachment,CorrelationSimilarity,0.940462215830228,0.05948551398918596,-0.05959005435035807,
83,odor,gill-spacing,CorrelationSimilarity,0.9407187981640481,-0.05462648665813688,0.06393591701376695,
84,odor,gill-size,CorrelationSimilarity,0.9343169283024133,0.17912889215938133,0.3104950355545546,
85,odor,gill-color,CorrelationSimilarity,0.9630775564315233,-0.20305806808405658,-0.1292131809471031,
86,odor,stalk-shape,CorrelationSimilarity,0.7567783346503494,-0.026677665579781185,0.45976566511952,
87,odor,stalk-root,CorrelationSimilarity,0.9271890448832621,-0.05959300217633564,-0.20521491240981132,
88,odor,stalk-surface-above-ring,CorrelationSimilarity,0.9305560747147563,-0.02027063984427547,0.11861721072621186,
89,odor,stalk-surface-below-ring,CorrelationSimilarity,0.9573883602248394,0.1470436970485539,0.06182041749823286,
90,odor,stalk-color-above-ring,CorrelationSimilarity,0.9354423334435046,0.04541677794515332,0.17453211105814412,
91,odor,stalk-color-below-ring,CorrelationSimilarity,0.9315513696326227,0.03250924642764877,0.16940650716240335,
92,odor,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
93,odor,veil-color,CorrelationSimilarity,0.922294516231814,0.0976642650727946,-0.057746702463577305,
94,odor,ring-number,CorrelationSimilarity,0.8292577609945004,-0.22957920016120492,0.11190527784979408,
95,odor,ring-type,CorrelationSimilarity,0.9253564402000017,-0.1321001610321588,-0.28138728063215535,
96,odor,spore-print-color,CorrelationSimilarity,0.9099710228754719,0.28899729322132667,0.46905524747038285,
97,odor,population,CorrelationSimilarity,0.9925610783112099,-0.05850053562227773,-0.04362269224469738,
98,odor,habitat,CorrelationSimilarity,0.9875966181303947,-0.05141720445983613,-0.026610440720625492,
99,odor,class,CorrelationSimilarity,0.8573454745989386,0.19175740677808342,-0.09355164402403937,
100,gill-attachment,gill-spacing,CorrelationSimilarity,0.9352588930655714,-0.05799288462419884,0.07148932924465823,
101,gill-attachment,gill-size,CorrelationSimilarity,0.9308444697287785,0.24729502720285818,0.1089839666604152,
102,gill-attachment,gill-color,CorrelationSimilarity,0.9775793609749592,-0.17340827684857613,-0.12856699879849465,
103,gill-attachment,stalk-shape,CorrelationSimilarity,0.861751478538984,-0.09001224838015424,0.18648479454187772,
104,gill-attachment,stalk-root,CorrelationSimilarity,0.8535402572051289,-0.14885614965182944,0.14406333593791257,
105,gill-attachment,stalk-surface-above-ring,CorrelationSimilarity,0.9219568990127663,-0.24500240791077776,-0.0889162059363105,
106,gill-attachment,stalk-surface-below-ring,CorrelationSimilarity,0.8382977458172691,-0.4395812141547278,-0.1161767057892661,
107,gill-attachment,stalk-color-above-ring,CorrelationSimilarity,0.9979520787013298,0.09520326226255628,0.09929910485989651,
108,gill-attachment,stalk-color-below-ring,CorrelationSimilarity,0.9334676136461997,-0.0359047065385339,0.09716006616906674,
109,gill-attachment,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
110,gill-attachment,veil-color,CorrelationSimilarity,0.9593555510609103,0.816229176412843,0.8975180742910224,
111,gill-attachment,ring-number,CorrelationSimilarity,0.915396009021172,-0.07597176873369801,0.09323621322395796,
112,gill-attachment,ring-type,CorrelationSimilarity,0.7994844925051836,-0.5477197702542724,-0.1466887552646395,
113,gill-attachment,spore-print-color,CorrelationSimilarity,0.9714183553037347,0.027638996208550204,-0.02952429318398042,
114,gill-attachment,population,CorrelationSimilarity,0.8768919520873195,-0.08064143924419657,0.16557465658116446,
115,gill-attachment,habitat,CorrelationSimilarity,0.9631269342070279,-0.10405048269970132,-0.030304351113757132,
116,gill-attachment,class,CorrelationSimilarity,0.8993368251433089,0.33052620998126747,0.12919986026788527,
117,gill-spacing,gill-size,CorrelationSimilarity,0.9619151273313523,-0.18450272515573019,-0.10833297981843472,
118,gill-spacing,gill-color,CorrelationSimilarity,0.9891707634106822,0.07853457128500783,0.1001930444636433,
119,gill-spacing,stalk-shape,CorrelationSimilarity,0.9129968729635946,-0.09311076919448234,0.08089548487832861,
120,gill-spacing,stalk-root,CorrelationSimilarity,0.8567885276599296,0.06412461254763219,0.3505475572277729,
121,gill-spacing,stalk-surface-above-ring,CorrelationSimilarity,0.8748747598619461,0.037891238767360315,-0.21235924150874746,
122,gill-spacing,stalk-surface-below-ring,CorrelationSimilarity,0.9045533284139982,-0.0228813800440405,-0.21377472321604407,
123,gill-spacing,stalk-color-above-ring,CorrelationSimilarity,0.8747977997480875,0.024169704310232545,0.27457410481405764,
124,gill-spacing,stalk-color-below-ring,CorrelationSimilarity,0.8952190233129561,0.043943010286371896,0.25350496366045966,
125,gill-spacing,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
126,gill-spacing,veil-color,CorrelationSimilarity,0.9332173187047811,-0.06020261662339984,0.07336274596703794,
127,gill-spacing,ring-number,CorrelationSimilarity,0.9112572878950771,0.06552815972249197,0.24301358393233788,
128,gill-spacing,ring-type,CorrelationSimilarity,0.9388957864327275,-0.07368876293111537,-0.19589719006566025,
129,gill-spacing,spore-print-color,CorrelationSimilarity,0.9755577915416496,-0.001561492443767829,0.047322924472932994,
130,gill-spacing,population,CorrelationSimilarity,0.8302219263659223,-0.18969715086803754,-0.529253298136193,
131,gill-spacing,habitat,CorrelationSimilarity,0.8909712086154038,-0.37273746729778284,-0.15467988452859033,
132,gill-spacing,class,CorrelationSimilarity,0.9749422073465746,-0.2982711998774248,-0.3483867851842756,
133,gill-size,gill-color,CorrelationSimilarity,0.7850104194817313,-0.08675698358798556,-0.5167361446245229,
134,gill-size,stalk-shape,CorrelationSimilarity,0.8699330454799098,-0.045557703508985074,0.21457620553119539,
135,gill-size,stalk-root,CorrelationSimilarity,0.9553878601547701,-0.2551210257172132,-0.34434530540767305,
136,gill-size,stalk-surface-above-ring,CorrelationSimilarity,0.8950437929931192,-0.1536023019966253,0.05631011201713622,
137,gill-size,stalk-surface-below-ring,CorrelationSimilarity,0.9962925415564649,0.0183088147765086,0.010893897889438292,
138,gill-size,stalk-color-above-ring,CorrelationSimilarity,0.8567179823031041,0.009984182240728622,0.2965482176345202,
139,gill-size,stalk-color-below-ring,CorrelationSimilarity,0.8496862805336898,-0.021919818575473544,0.2787076203571468,
140,gill-size,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
141,gill-size,veil-color,CorrelationSimilarity,0.9055656341459231,0.29267747196847904,0.10380874026032504,
142,gill-size,ring-number,CorrelationSimilarity,0.9864795318483359,-0.19840288329821362,-0.17136194699488552,
143,gill-size,ring-type,CorrelationSimilarity,0.8233350786559919,-0.1075422511148389,-0.4608720938028551,
144,gill-size,spore-print-color,CorrelationSimilarity,0.8914827702353418,0.4059562685338909,0.6229907280632073,
145,gill-size,population,CorrelationSimilarity,0.8890621869243318,-0.0741937607727921,0.1476818653785443,
146,gill-size,habitat,CorrelationSimilarity,0.8441671873097816,-0.1502477245304254,0.1614179008500114,
147,gill-size,class,CorrelationSimilarity,0.9672311728544677,0.6055620117240863,0.5400243574330217,
148,gill-color,stalk-shape,CorrelationSimilarity,0.8643620147927167,0.09557686587647223,-0.17569910453809434,
149,gill-color,stalk-root,CorrelationSimilarity,0.8772835696436916,0.0696471449553887,0.3150800056680056,
150,gill-color,stalk-surface-above-ring,CorrelationSimilarity,0.9418260510551985,0.10793881316163463,0.22428671105123765,
151,gill-color,stalk-surface-below-ring,CorrelationSimilarity,0.835045933956493,-0.07268428382241632,0.2572238482645978,
152,gill-color,stalk-color-above-ring,CorrelationSimilarity,0.9987093479423823,-0.05571811969412096,-0.05829942380935632,
153,gill-color,stalk-color-below-ring,CorrelationSimilarity,0.9930682888839028,-0.060917597113347925,-0.07478101934554243,
