,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Error
0,cap-shape,cap-surface,CorrelationSimilarity,0.9850730877530184,-0.020599833207761122,-0.05045365770172432,
1,cap-shape,cap-color,CorrelationSimilarity,0.9661263317615494,0.019544498276450887,-0.048202838200450335,
2,cap-shape,bruises,CorrelationSimilarity,0.9955572123503658,-0.026488555630945397,-0.03537413093021387,
3,cap-shape,odor,CorrelationSimilarity,0.9660943028572394,-0.0897466439135528,-0.02193524962803171,
4,cap-shape,gill-attachment,CorrelationSimilarity,0.9598983121811998,-0.0013383085897976648,0.07886506704780277,
5,cap-shape,gill-spacing,CorrelationSimilarity,0.9595165800669276,0.09416288806643129,0.013196048200286673,
6,cap-shape,gill-size,CorrelationSimilarity,0.8998801653872884,-0.14618937592249634,0.05405029330292676,
7,cap-shape,gill-color,CorrelationSimilarity,0.9712698913838381,0.05142145400600462,-0.006038763226319081,
8,cap-shape,stalk-shape,CorrelationSimilarity,0.9924216045934979,0.04863742536697594,0.06379421617997998,
9,cap-shape,stalk-root,CorrelationSimilarity,0.9685117888408948,0.09316747774831723,0.030191055430106986,
10,cap-shape,stalk-surface-above-ring,CorrelationSimilarity,0.9889100874298368,-0.008237344674184941,-0.030417169814511362,
11,cap-shape,stalk-surface-below-ring,CorrelationSimilarity,0.978578656002593,-0.075433792412802,-0.03259110441798784,
12,cap-shape,stalk-color-above-ring,CorrelationSimilarity,0.9740800738885254,0.020180557946080212,-0.03165929427686915,
13,cap-shape,stalk-color-below-ring,CorrelationSimilarity,0.9540091000473996,0.061591982196724085,-0.03038981770847676,
14,cap-shape,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
15,cap-shape,veil-color,CorrelationSimilarity,0.902071864607052,-0.12329580378644957,0.07256046699944634,
16,cap-shape,ring-number,CorrelationSimilarity,0.9036540175369693,0.08615816528726476,-0.10653379963879663,
17,cap-shape,ring-type,CorrelationSimilarity,0.9907235592466827,-0.044009471445806185,-0.025456589939171506,
18,cap-shape,spore-print-color,CorrelationSimilarity,0.9635620909403806,-0.0005397200519619151,-0.07341553817120075,
19,cap-shape,population,CorrelationSimilarity,0.9527330197763972,-0.03112080996392275,0.06341315048328272,
20,cap-shape,habitat,CorrelationSimilarity,0.9536637705658462,0.050451550483309134,-0.04222090838499863,
21,cap-shape,class,CorrelationSimilarity,0.8700628625098422,-0.2069237105459522,0.052950564434363315,
22,cap-surface,cap-color,CorrelationSimilarity,0.983216451942853,0.014165383478767408,-0.019401712635526605,
23,cap-surface,bruises,CorrelationSimilarity,0.9838139410583304,0.03785630376850231,0.07022842165184157,
24,cap-surface,odor,CorrelationSimilarity,0.9963533985029848,0.03794010024138006,0.045233303235410506,
25,cap-surface,gill-attachment,CorrelationSimilarity,0.9849613035016855,-0.004102496485120038,-0.034179889481749014,
26,cap-surface,gill-spacing,CorrelationSimilarity,0.8930367283500759,-0.06837924380545124,-0.2823057871052996,
27,cap-surface,gill-size,CorrelationSimilarity,0.9432750855444682,0.09465001173319587,0.20809984064425951,
28,cap-surface,gill-color,CorrelationSimilarity,0.9366896996228606,-0.03439689510775123,-0.1610174958620299,
29,cap-surface,stalk-shape,CorrelationSimilarity,0.9893290701839512,-0.03546448525827369,-0.01412262562617612,
30,cap-surface,stalk-root,CorrelationSimilarity,0.9599754078889413,-0.046195321722480046,-0.12624450594459752,
31,cap-surface,stalk-surface-above-ring,CorrelationSimilarity,0.9588683797421458,0.006827097182615715,0.0890903376983242,
32,cap-surface,stalk-surface-below-ring,CorrelationSimilarity,0.9549327565241532,0.017830022317797883,0.10796450926949135,
33,cap-surface,stalk-color-above-ring,CorrelationSimilarity,0.9492135755860863,-0.03552256849046115,0.06605028033736614,
34,cap-surface,stalk-color-below-ring,CorrelationSimilarity,0.9561831369089993,-0.018748827589059956,0.06888489859294145,
35,cap-surface,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
36,cap-surface,veil-color,CorrelationSimilarity,0.9550777046937353,0.07324117505977873,-0.016603415552750543,
37,cap-surface,ring-number,CorrelationSimilarity,0.9933186686973129,-0.03950979416192762,-0.026147131556553464,
38,cap-surface,ring-type,CorrelationSimilarity,0.9248743497847276,0.043844354364659166,-0.10640694606588551,
39,cap-surface,spore-print-color,CorrelationSimilarity,0.8827727607005128,-0.004090425041712163,0.2303640535572622,
40,cap-surface,population,CorrelationSimilarity,0.9993411638007166,0.020237455220599453,0.02155512761916619,
41,cap-surface,habitat,CorrelationSimilarity,0.9021892162560488,-0.0317349195036861,0.16388664798421648,
42,cap-surface,class,CorrelationSimilarity,0.9747401123615711,0.12792635068482466,0.1784461259616825,
43,cap-color,bruises,CorrelationSimilarity,0.995759296550786,-0.009245856137809406,-0.0007644492393814355,
44,cap-color,odor,CorrelationSimilarity,0.8194023198039536,-0.025925585082737422,-0.38712094547483017,
45,cap-color,gill-attachment,CorrelationSimilarity,0.9936349608518275,0.028705509848784453,0.04143558814512954,
46,cap-color,gill-spacing,CorrelationSimilarity,0.941848457955318,0.027955888855742583,0.14425897294510645,
47,cap-color,gill-size,CorrelationSimilarity,0.9435397564660345,-0.05654379772078267,-0.1694642847887136,
