,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Error
0,cap-shape,cap-surface,CorrelationSimilarity,0.9821359571080799,-0.014725571917884008,-0.05045365770172432,
1,cap-shape,cap-color,CorrelationSimilarity,0.952252222942932,0.04729271591368568,-0.048202838200450335,
2,cap-shape,bruises,CorrelationSimilarity,0.9530674441424213,0.05849098078494359,-0.03537413093021387,
3,cap-shape,odor,CorrelationSimilarity,0.989545953034164,-0.04284334355970374,-0.02193524962803171,
4,cap-shape,gill-attachment,CorrelationSimilarity,0.9244392879431232,-0.0722563570659507,0.07886506704780277,
5,cap-shape,gill-spacing,CorrelationSimilarity,0.9973930694070302,0.007982187014347173,0.013196048200286673,
6,cap-shape,gill-size,CorrelationSimilarity,0.9283959703064839,-0.0891577660841055,0.05405029330292676,
7,cap-shape,gill-color,CorrelationSimilarity,0.9529836323738546,0.08799397202597162,-0.006038763226319081,
8,cap-shape,stalk-shape,CorrelationSimilarity,0.9358883850002098,0.19201744617956049,0.06379421617997998,
9,cap-shape,stalk-root,CorrelationSimilarity,0.9115545602482684,0.20708193493357005,0.030191055430106986,
10,cap-shape,stalk-surface-above-ring,CorrelationSimilarity,0.9560125481163405,0.057557733952807597,-0.030417169814511362,
11,cap-shape,stalk-surface-below-ring,CorrelationSimilarity,0.9765005332705874,0.014407829040837455,-0.03259110441798784,
12,cap-shape,stalk-color-above-ring,CorrelationSimilarity,0.9687413536674813,0.03085799838816839,-0.03165929427686915,
13,cap-shape,stalk-color-below-ring,CorrelationSimilarity,0.9752595721653077,0.019091037960907824,-0.03038981770847676,
14,cap-shape,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
15,cap-shape,veil-color,CorrelationSimilarity,0.9258910381939147,-0.07565745661272436,0.07256046699944634,
16,cap-shape,ring-number,CorrelationSimilarity,0.9250733449179601,0.043319510525283086,-0.10653379963879663,
17,cap-shape,ring-type,CorrelationSimilarity,0.9696823905338643,0.035178628993099925,-0.025456589939171506,
18,cap-shape,spore-print-color,CorrelationSimilarity,0.9540968907158739,0.018390680397051558,-0.07341553817120075,
19,cap-shape,population,CorrelationSimilarity,0.9763352848190725,0.016083720121427815,0.06341315048328272,
20,cap-shape,habitat,CorrelationSimilarity,0.9450732558071736,0.06763258000065413,-0.04222090838499863,
21,cap-shape,class,CorrelationSimilarity,0.8787477832562752,-0.18955386905308622,0.052950564434363315,
22,cap-surface,cap-color,CorrelationSimilarity,0.9214440081617368,0.13771027104099995,-0.019401712635526605,
23,cap-surface,bruises,CorrelationSimilarity,0.9944112554860363,0.059050932623914136,0.07022842165184157,
24,cap-surface,odor,CorrelationSimilarity,0.9761537981681903,-0.0024591004282090503,0.045233303235410506,
25,cap-surface,gill-attachment,CorrelationSimilarity,0.9630359934641068,0.039748123590037265,-0.034179889481749014,
26,cap-surface,gill-spacing,CorrelationSimilarity,0.7989624850536007,0.119769242787499,-0.2823057871052996,
27,cap-surface,gill-size,CorrelationSimilarity,0.9140759271825842,0.03625169500942793,0.20809984064425951,
28,cap-surface,gill-color,CorrelationSimilarity,0.9212970475318326,-0.003611590925695141,-0.1610174958620299,
29,cap-surface,stalk-shape,CorrelationSimilarity,0.8510069188368224,-0.3121087879525312,-0.01412262562617612,
30,cap-surface,stalk-root,CorrelationSimilarity,0.8452755191081138,0.1832044558391747,-0.12624450594459752,
31,cap-surface,stalk-surface-above-ring,CorrelationSimilarity,0.905211385230138,-0.10048689184139985,0.0890903376983242,
32,cap-surface,stalk-surface-below-ring,CorrelationSimilarity,0.9445424522882218,-0.0029505861540651554,0.10796450926949135,
33,cap-surface,stalk-color-above-ring,CorrelationSimilarity,0.9390607982709407,-0.05582812312075256,0.06605028033736614,
34,cap-surface,stalk-color-below-ring,CorrelationSimilarity,0.961907157340844,-0.007300786725370496,0.06888489859294145,
35,cap-surface,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
36,cap-surface,veil-color,CorrelationSimilarity,0.9582024437757286,0.06699169689579225,-0.016603415552750543,
37,cap-surface,ring-number,CorrelationSimilarity,0.997193878661236,-0.02053488887902555,-0.026147131556553464,
38,cap-surface,ring-type,CorrelationSimilarity,0.986301113723137,-0.07900917351215958,-0.10640694606588551,
39,cap-surface,spore-print-color,CorrelationSimilarity,0.8987879713366284,0.027939996230518856,0.2303640535572622,
40,cap-surface,population,CorrelationSimilarity,0.8649474619948416,-0.24854994839115052,0.02155512761916619,
41,cap-surface,habitat,CorrelationSimilarity,0.7774239267309239,-0.28126549855393584,0.16388664798421648,
42,cap-surface,class,CorrelationSimilarity,0.9222120559221124,0.022870237805907346,0.1784461259616825,
43,cap-color,bruises,CorrelationSimilarity,0.9231489962321143,0.15293755829638983,-0.0007644492393814355,
44,cap-color,odor,CorrelationSimilarity,0.8437765639641941,-0.07467407340321842,-0.38712094547483017,
45,cap-color,gill-attachment,CorrelationSimilarity,0.9482903937735374,-0.0619836243077956,0.04143558814512954,
46,cap-color,gill-spacing,CorrelationSimilarity,0.9899181610362309,0.16442265087264474,0.14425897294510645,
47,cap-color,gill-size,CorrelationSimilarity,0.9918781580164295,-0.15322060082157263,-0.1694642847887136,
48,cap-color,gill-color,CorrelationSimilarity,0.9787557485351825,0.042170579641354004,0.08465908257098886,
49,cap-color,stalk-shape,CorrelationSimilarity,0.8639596923503685,-0.18441541967119338,-0.45649603497045643,
50,cap-color,stalk-root,CorrelationSimilarity,0.9323208361283788,0.18591553514959347,0.321273862892836,
51,cap-color,stalk-surface-above-ring,CorrelationSimilarity,0.9750168531773157,-0.010870771091780298,-0.06083706473714897,
