,Column,Metric,Score
0,person_age,TVComplement,0.27816188281304544
1,person_income,TVComplement,0.4656400586633145
2,person_home_ownership,TVComplement,0.4811090159927369
3,person_emp_length,TVComplement,0.24600181576925761
4,loan_intent,TVComplement,0.9080592220127104
5,loan_grade,TVComplement,0.7941546197360151
6,loan_amnt,TVComplement,0.43948599762553253
7,loan_int_rate,TVComplement,0.39737411830435077
8,loan_percent_income,TVComplement,0.5612822124450031
9,cb_person_default_on_file,TVComplement,0.9823660870172498
10,cb_person_cred_hist_length,TVComplement,0.2661498708010336
11,loan_status,TVComplement,0.9995460576855926
