,Column,Metric,Score
0,cap-shape,KSComplement,0.896602658788774
1,cap-surface,KSComplement,0.9627031019202363
2,cap-color,KSComplement,0.9462087641555884
3,bruises,KSComplement,0.9972919743968488
4,odor,KSComplement,0.9791974396848843
5,gill-attachment,KSComplement,0.9996307237813885
6,gill-spacing,KSComplement,0.990521910388971
7,gill-size,KSComplement,0.9928606597735106
8,gill-color,KSComplement,0.9571639586410635
9,stalk-shape,KSComplement,0.9960610536681438
10,stalk-root,KSComplement,0.9875677006400788
11,stalk-surface-above-ring,KSComplement,0.9817823732151649
12,stalk-surface-below-ring,KSComplement,0.9694731659281143
13,stalk-color-above-ring,KSComplement,0.9554406696208764
14,stalk-color-below-ring,KSComplement,0.9471935007385525
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.999015263417036
17,ring-number,KSComplement,0.9937223042836041
18,ring-type,KSComplement,0.9906450024618415
19,spore-print-color,KSComplement,0.9668882323978336
20,population,KSComplement,0.9512555391432792
21,habitat,KSComplement,0.9739044805514525
22,class,KSComplement,0.9851058591826687
