,Column,Metric,Score
0,cap-shape,KSComplement,0.7018709995076318
1,cap-surface,KSComplement,0.9357459379615953
2,cap-color,KSComplement,0.8410881339241753
3,bruises,KSComplement,0.9000492368291482
4,odor,KSComplement,0.6459871984244214
5,gill-attachment,KSComplement,0.8397341211225997
6,gill-spacing,KSComplement,0.8943870014771049
7,gill-size,KSComplement,0.8218857705563762
8,gill-color,KSComplement,0.8597981290004924
9,stalk-shape,KSComplement,0.7629246676514032
10,stalk-root,KSComplement,0.7673559822747416
11,stalk-surface-above-ring,KSComplement,0.7620630231413097
12,stalk-surface-below-ring,KSComplement,0.7407680945347119
13,stalk-color-above-ring,KSComplement,0.7107336287543082
14,stalk-color-below-ring,KSComplement,0.5657311669128509
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.862629246676514
17,ring-number,KSComplement,0.9309453471196455
18,ring-type,KSComplement,0.8430576070901034
19,spore-print-color,KSComplement,0.8063761693746923
20,population,KSComplement,0.7807730182176268
21,habitat,KSComplement,0.8360413589364845
22,class,KSComplement,0.9913835548990645
