,Column,Metric,Score
0,Ship Mode,KSComplement,0.6734040424254553
1,Segment,KSComplement,0.8530118070842505
2,Country,KSComplement,1.0
3,State,KSComplement,0.7915749449669802
4,Postal Code,KSComplement,0.8587152291374824
5,Region,KSComplement,0.8664198519111467
6,Category,KSComplement,0.7870722433460076
7,Sub-Category,KSComplement,0.5979587752651592
8,Sales,KSComplement,0.9444666800080048
9,Quantity,KSComplement,0.5140084050430258
10,Discount,KSComplement,0.6077646587952772
11,Profit,KSComplement,0.9972983790274165
