,Column,Metric,Score
0,person_age,TVComplement,0.3847335707800824
1,person_income,TVComplement,0.47286821705426363
2,person_home_ownership,TVComplement,0.45851665619107473
3,person_emp_length,TVComplement,0.4173824987778476
4,loan_intent,TVComplement,0.8989803757245618
5,loan_grade,TVComplement,0.7450590125008729
6,loan_amnt,TVComplement,0.6089461554577833
7,loan_int_rate,TVComplement,0.7539981842307424
8,loan_percent_income,TVComplement,0.6965221034988476
9,cb_person_default_on_file,TVComplement,0.6198058523639919
10,cb_person_cred_hist_length,TVComplement,0.41912843075633766
11,loan_status,TVComplement,0.9966128919617292
