,Column,Metric,Score
0,person_age,TVComplement,0.34960541937286127
1,person_income,TVComplement,0.4649067672323486
2,person_home_ownership,TVComplement,0.44996158949647325
3,person_emp_length,TVComplement,0.39779314197918847
4,loan_intent,TVComplement,0.9367972623786577
5,loan_grade,TVComplement,0.6983727913960471
6,loan_amnt,TVComplement,0.6143934632306726
7,loan_int_rate,TVComplement,0.7471890495146309
8,loan_percent_income,TVComplement,0.6938682868915427
9,cb_person_default_on_file,TVComplement,0.6349605419372861
10,cb_person_cred_hist_length,TVComplement,0.44458411900272365
11,loan_status,TVComplement,0.9981143934632307
