,Column,Metric,Score
0,cap-shape,KSComplement,0.7186115214180206
1,cap-surface,KSComplement,0.7805268340718858
2,cap-color,KSComplement,0.7875430822255047
3,bruises,KSComplement,0.9033727227966519
4,odor,KSComplement,0.7850812407680945
5,gill-attachment,KSComplement,0.4527326440177253
6,gill-spacing,KSComplement,0.6667897587395372
7,gill-size,KSComplement,0.8074839980305268
8,gill-color,KSComplement,0.8874938453963565
9,stalk-shape,KSComplement,0.9547021171836534
10,stalk-root,KSComplement,0.6504185130477598
11,stalk-surface-above-ring,KSComplement,0.7456917774495322
12,stalk-surface-below-ring,KSComplement,0.7651403249630724
13,stalk-color-above-ring,KSComplement,0.46073362875430823
14,stalk-color-below-ring,KSComplement,0.4512555391432792
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.5327424913835549
17,ring-number,KSComplement,0.6731905465288035
18,ring-type,KSComplement,0.6566962087641556
19,spore-print-color,KSComplement,0.741999015263417
20,population,KSComplement,0.5957656326932546
21,habitat,KSComplement,0.5823485967503692
22,class,KSComplement,0.990521910388971
