,Column,Metric,Score
0,Ship Mode,KSComplement,0.7221332799679807
1,Segment,KSComplement,0.8427056233740244
2,Country,KSComplement,1.0
3,State,KSComplement,0.9052431458875325
4,Postal Code,KSComplement,0.8872323394036422
5,Region,KSComplement,0.9466680008004803
6,Category,KSComplement,0.8030818491094657
7,Sub-Category,KSComplement,0.879527716629978
8,Sales,KSComplement,0.7131278767260356
9,Quantity,KSComplement,0.7584550730438263
10,Discount,KSComplement,0.8601160696417851
11,Profit,KSComplement,0.9990994596758055
