,Column,Metric,Score
0,cap-shape,KSComplement,0.9393156080748399
1,cap-surface,KSComplement,0.9844903988183161
2,cap-color,KSComplement,0.964303298867553
3,bruises,KSComplement,0.990521910388971
4,odor,KSComplement,0.9678729689807977
5,gill-attachment,KSComplement,0.9997538158542589
6,gill-spacing,KSComplement,0.991260462826194
7,gill-size,KSComplement,0.9986459871984245
8,gill-color,KSComplement,0.9347612013786312
9,stalk-shape,KSComplement,0.9901526341703595
10,stalk-root,KSComplement,0.9889217134416544
11,stalk-surface-above-ring,KSComplement,0.9967996061053668
12,stalk-surface-below-ring,KSComplement,0.9871984244214672
13,stalk-color-above-ring,KSComplement,0.9644263909404235
14,stalk-color-below-ring,KSComplement,0.938577055637617
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.9987690792712949
17,ring-number,KSComplement,0.9955686853766618
18,ring-type,KSComplement,0.9859675036927622
19,spore-print-color,KSComplement,0.9260216642048252
20,population,KSComplement,0.9494091580502215
21,habitat,KSComplement,0.9682422451994092
22,class,KSComplement,0.9940915805022157
