,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation,Error
0,cap-shape,cap-surface,CorrelationSimilarity,0.9377499219091603,0.07404649847995509,-0.05045365770172432,
1,cap-shape,cap-color,CorrelationSimilarity,0.9850517761364855,-0.0780992859274792,-0.048202838200450335,
2,cap-shape,bruises,CorrelationSimilarity,0.9553877470237312,-0.12459863688275147,-0.03537413093021387,
3,cap-shape,odor,CorrelationSimilarity,0.9495337217502589,0.07899730687145047,-0.02193524962803171,
4,cap-shape,gill-attachment,CorrelationSimilarity,0.9428304450069519,-0.03547404293829338,0.07886506704780277,
5,cap-shape,gill-spacing,CorrelationSimilarity,0.9709385610736058,-0.044926829652501825,0.013196048200286673,
6,cap-shape,gill-size,CorrelationSimilarity,0.964630130927943,0.12479003144704066,0.05405029330292676,
7,cap-shape,gill-color,CorrelationSimilarity,0.9731733448934858,-0.05969207343934743,-0.006038763226319081,
8,cap-shape,stalk-shape,CorrelationSimilarity,0.9697700123438991,0.0033342408677782508,0.06379421617997998,
9,cap-shape,stalk-root,CorrelationSimilarity,0.9062999763704614,-0.15720899182897013,0.030191055430106986,
10,cap-shape,stalk-surface-above-ring,CorrelationSimilarity,0.9941034957032205,-0.04221017840807022,-0.030417169814511362,
11,cap-shape,stalk-surface-below-ring,CorrelationSimilarity,0.9922695921544137,-0.048051920109160574,-0.03259110441798784,
12,cap-shape,stalk-color-above-ring,CorrelationSimilarity,0.9945217226345668,-0.04261584900773554,-0.03165929427686915,
13,cap-shape,stalk-color-below-ring,CorrelationSimilarity,0.9938328308597977,-0.04272415598888133,-0.03038981770847676,
14,cap-shape,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
15,cap-shape,veil-color,CorrelationSimilarity,0.9623791331686146,-0.0026812666633245783,0.07256046699944634,
16,cap-shape,ring-number,CorrelationSimilarity,0.9312567168467953,0.030952766667612663,-0.10653379963879663,
17,cap-shape,ring-type,CorrelationSimilarity,0.9735393166927789,-0.07837795655361367,-0.025456589939171506,
18,cap-shape,spore-print-color,CorrelationSimilarity,0.9311301417790976,0.0643241782706042,-0.07341553817120075,
19,cap-shape,population,CorrelationSimilarity,0.9901684447430461,0.08307626099719041,0.06341315048328272,
20,cap-shape,habitat,CorrelationSimilarity,0.9896801308010836,-0.02158116998716592,-0.04222090838499863,
21,cap-shape,class,CorrelationSimilarity,0.9503373119711811,0.15227594049200116,0.052950564434363315,
22,cap-surface,cap-color,CorrelationSimilarity,0.885829184391406,0.20893991858166136,-0.019401712635526605,
23,cap-surface,bruises,CorrelationSimilarity,0.8959036107570625,-0.13796435683403344,0.07022842165184157,
24,cap-surface,odor,CorrelationSimilarity,0.9028811165199799,-0.1490044637246297,0.045233303235410506,
25,cap-surface,gill-attachment,CorrelationSimilarity,0.9753555284698731,-0.08346883254200291,-0.034179889481749014,
26,cap-surface,gill-spacing,CorrelationSimilarity,0.9686935325373963,-0.21969285218009227,-0.2823057871052996,
27,cap-surface,gill-size,CorrelationSimilarity,0.9832410004765526,0.2416178396911543,0.20809984064425951,
28,cap-surface,gill-color,CorrelationSimilarity,0.9967008490715099,-0.16761579771901017,-0.1610174958620299,
29,cap-surface,stalk-shape,CorrelationSimilarity,0.821767431848892,-0.3705877619283921,-0.01412262562617612,
30,cap-surface,stalk-root,CorrelationSimilarity,0.9545110149552656,-0.21722247603406633,-0.12624450594459752,
31,cap-surface,stalk-surface-above-ring,CorrelationSimilarity,0.9722958182752497,0.03368197424882349,0.0890903376983242,
32,cap-surface,stalk-surface-below-ring,CorrelationSimilarity,0.9553335385009256,0.018631586271342655,0.10796450926949135,
33,cap-surface,stalk-color-above-ring,CorrelationSimilarity,0.969129707274603,0.004309694886572111,0.06605028033736614,
34,cap-surface,stalk-color-below-ring,CorrelationSimilarity,0.9628846546121569,-0.005345792182744743,0.06888489859294145,
35,cap-surface,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
36,cap-surface,veil-color,CorrelationSimilarity,0.9771554579778452,-0.062292499597060035,-0.016603415552750543,
37,cap-surface,ring-number,CorrelationSimilarity,0.9257443472262891,0.12236417399086834,-0.026147131556553464,
38,cap-surface,ring-type,CorrelationSimilarity,0.9728706303020244,-0.052148206669934305,-0.10640694606588551,
39,cap-surface,spore-print-color,CorrelationSimilarity,0.9745056989932623,0.17937545154378676,0.2303640535572622,
40,cap-surface,population,CorrelationSimilarity,0.9967350584268048,0.015025244472775779,0.02155512761916619,
41,cap-surface,habitat,CorrelationSimilarity,0.9438883912501379,0.27610986548394073,0.16388664798421648,
42,cap-surface,class,CorrelationSimilarity,0.9256051418655622,0.3272358422305582,0.1784461259616825,
43,cap-color,bruises,CorrelationSimilarity,0.9790098054323181,0.041215939895982434,-0.0007644492393814355,
44,cap-color,odor,CorrelationSimilarity,0.99955184380994,-0.3880172578549502,-0.38712094547483017,
45,cap-color,gill-attachment,CorrelationSimilarity,0.9827500376639238,0.006935663472977195,0.04143558814512954,
46,cap-color,gill-spacing,CorrelationSimilarity,0.935818881270741,0.015896735486588487,0.14425897294510645,
47,cap-color,gill-size,CorrelationSimilarity,0.9516788782174065,-0.2661065283539007,-0.1694642847887136,
48,cap-color,gill-color,CorrelationSimilarity,0.9786114780191607,0.041882038609310335,0.08465908257098886,
49,cap-color,stalk-shape,CorrelationSimilarity,0.9901251294467889,-0.43674629386403413,-0.45649603497045643,
50,cap-color,stalk-root,CorrelationSimilarity,0.9551902217285984,0.23165430635003273,0.321273862892836,
51,cap-color,stalk-surface-above-ring,CorrelationSimilarity,0.9880180349692651,-0.036873134675679244,-0.06083706473714897,
52,cap-color,stalk-surface-below-ring,CorrelationSimilarity,0.9766696464460447,-0.0010495067000801943,-0.04771021380799076,
53,cap-color,stalk-color-above-ring,CorrelationSimilarity,0.9778174564277876,-0.04200087222324032,0.002364214921184415,
54,cap-color,stalk-color-below-ring,CorrelationSimilarity,0.9561817099722453,-0.07957917221593819,0.008057407839571224,
55,cap-color,veil-type,CorrelationSimilarity,,,,ConstantInputError: The real data in column 'veil-type' contains a constant value. Correlation is undefined for constant data.
56,cap-color,veil-color,CorrelationSimilarity,0.9809667310391474,-0.0019370124040985978,0.036129525517606585,
57,cap-color,ring-number,CorrelationSimilarity,0.996848230160927,-0.012126021834679512,-0.005822482156533505,
58,cap-color,ring-type,CorrelationSimilarity,0.9890166056054681,0.14054590684406704,0.16251269563313087,
59,cap-color,spore-print-color,CorrelationSimilarity,0.9922117590083619,-0.2779462225510312,-0.29352270453430734,
60,cap-color,population,CorrelationSimilarity,0.9993887921242204,-0.14354716999337042,-0.1447695857449297,
61,cap-color,habitat,CorrelationSimilarity,0.9245007052268397,0.18492382649176511,0.033925236945444394,
62,cap-color,class,CorrelationSimilarity,0.9953755976934542,-0.022135282249040357,-0.03138408686213198,
63,bruises,odor,CorrelationSimilarity,0.9877107985445219,-0.03724680456585669,-0.06182520747681287,
64,bruises,gill-attachment,CorrelationSimilarity,0.9289967341077147,-0.004647415449913291,0.13735911633465742,
65,bruises,gill-spacing,CorrelationSimilarity,0.9965419856184382,-0.2925569179739885,-0.29947294673711206,
66,bruises,gill-size,CorrelationSimilarity,0.9789595674874914,-0.4116766492143156,-0.36959578418929845,
67,bruises,gill-color,CorrelationSimilarity,0.9849209193626061,0.49696138575934284,0.5271195470341308,
68,bruises,stalk-shape,CorrelationSimilarity,0.9728337128189433,0.04503164771923863,0.09936422208135212,
69,bruises,stalk-root,CorrelationSimilarity,0.9225071621399911,0.08920256436853224,0.24418824008855006,
70,bruises,stalk-surface-above-ring,CorrelationSimilarity,0.9672333190474819,0.5263572318572385,0.46082386995220226,
71,bruises,stalk-surface-below-ring,CorrelationSimilarity,0.9804177974058231,0.4981472371279983,0.4589828319396446,
72,bruises,stalk-color-above-ring,CorrelationSimilarity,0.9643483060892553,0.01223457488404283,0.08353796270553238,
