,Column,Metric,Score
0,cap-shape,KSComplement,0.7149187592319055
1,cap-surface,KSComplement,0.9369768586903003
2,cap-color,KSComplement,0.8535204332840964
3,bruises,KSComplement,0.9046036435253569
4,odor,KSComplement,0.6459871984244214
5,gill-attachment,KSComplement,0.8543820777941901
6,gill-spacing,KSComplement,0.8753077301821762
7,gill-size,KSComplement,0.8220088626292467
8,gill-color,KSComplement,0.8526587887740029
9,stalk-shape,KSComplement,0.7568931560807484
10,stalk-root,KSComplement,0.7714180206794683
11,stalk-surface-above-ring,KSComplement,0.7460610536681438
12,stalk-surface-below-ring,KSComplement,0.7161496799606105
13,stalk-color-above-ring,KSComplement,0.7039635647464304
14,stalk-color-below-ring,KSComplement,0.5693008370260955
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.8801083210241261
17,ring-number,KSComplement,0.9316838995568686
18,ring-type,KSComplement,0.8297636632200887
19,spore-print-color,KSComplement,0.8003446578040374
20,population,KSComplement,0.7858197932053176
21,habitat,KSComplement,0.8355489906450024
22,class,KSComplement,0.9953225012309207
