,Column,Metric,Score
0,person_age,KSComplement,0.3011383476499755
1,person_income,KSComplement,0.698407710035617
2,person_home_ownership,KSComplement,0.664466792373769
3,person_emp_length,KSComplement,0.331796913192262
4,loan_intent,KSComplement,0.9329562120259794
5,loan_grade,KSComplement,0.843634332006425
6,loan_amnt,KSComplement,0.6194217473287241
7,loan_int_rate,KSComplement,0.8139884070116629
8,loan_percent_income,KSComplement,0.791361128570431
9,cb_person_default_on_file,KSComplement,0.9531391856973253
10,cb_person_cred_hist_length,KSComplement,0.27795237097562675
11,loan_status,KSComplement,0.9974160206718347
