,Column,Metric,Score
0,Ship Mode,KSComplement,0.7172303382029217
1,Segment,KSComplement,0.8401040624374625
2,Country,KSComplement,1.0
3,State,KSComplement,0.9085451270762458
4,Postal Code,KSComplement,0.8810286171703021
5,Region,KSComplement,0.942065239143486
6,Category,KSComplement,0.7877726635981589
7,Sub-Category,KSComplement,0.8765259155493296
8,Sales,KSComplement,0.6881128677206324
9,Quantity,KSComplement,0.7488493095857515
10,Discount,KSComplement,0.8520112067240344
11,Profit,KSComplement,0.9946968180908545
