,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation
0,cap-shape,cap-surface,ContingencySimilarity,0.4080502215657311,,
1,cap-shape,cap-color,ContingencySimilarity,0.28988183161004444,,
2,cap-shape,bruises,ContingencySimilarity,0.49310684391925164,,
3,cap-shape,odor,ContingencySimilarity,0.3841703594288527,,
4,cap-shape,gill-attachment,ContingencySimilarity,0.33173313638601676,,
5,cap-shape,gill-spacing,ContingencySimilarity,0.4593796159527326,,
6,cap-shape,gill-size,ContingencySimilarity,0.5100935499753816,,
7,cap-shape,gill-color,ContingencySimilarity,0.3618906942392909,,
8,cap-shape,stalk-shape,ContingencySimilarity,0.5126784835056621,,
9,cap-shape,stalk-root,ContingencySimilarity,0.34699655342195956,,
10,cap-shape,stalk-surface-above-ring,ContingencySimilarity,0.3713687838503201,,
11,cap-shape,stalk-surface-below-ring,ContingencySimilarity,0.38909404234367306,,
12,cap-shape,stalk-color-above-ring,ContingencySimilarity,0.2823732151649433,,
13,cap-shape,stalk-color-below-ring,ContingencySimilarity,0.2800344657804036,,
14,cap-shape,veil-type,ContingencySimilarity,0.5126784835056623,,
15,cap-shape,veil-color,ContingencySimilarity,0.18106843919251603,,
16,cap-shape,ring-number,ContingencySimilarity,0.27671097981289994,,
17,cap-shape,ring-type,ContingencySimilarity,0.27523387493845397,,
18,cap-shape,spore-print-color,ContingencySimilarity,0.24162973904480556,,
19,cap-shape,population,ContingencySimilarity,0.37506154603643516,,
20,cap-shape,habitat,ContingencySimilarity,0.3879862136878385,,
21,cap-shape,class,ContingencySimilarity,0.5052929591334318,,
22,cap-surface,cap-color,ContingencySimilarity,0.3713687838503201,,
23,cap-surface,bruises,ContingencySimilarity,0.7170113244707041,,
24,cap-surface,odor,ContingencySimilarity,0.4457163958641064,,
25,cap-surface,gill-attachment,ContingencySimilarity,0.4090349581486953,,
26,cap-surface,gill-spacing,ContingencySimilarity,0.5238798621368784,,
27,cap-surface,gill-size,ContingencySimilarity,0.6838995568685377,,
28,cap-surface,gill-color,ContingencySimilarity,0.4766125061546037,,
29,cap-surface,stalk-shape,ContingencySimilarity,0.7251354012801576,,
30,cap-surface,stalk-root,ContingencySimilarity,0.45568685376661744,,
31,cap-surface,stalk-surface-above-ring,ContingencySimilarity,0.4257754800590843,,
32,cap-surface,stalk-surface-below-ring,ContingencySimilarity,0.44830132939438705,,
33,cap-surface,stalk-color-above-ring,ContingencySimilarity,0.3226243229935991,,
34,cap-surface,stalk-color-below-ring,ContingencySimilarity,0.31806991629739045,,
35,cap-surface,veil-type,ContingencySimilarity,0.7513540128015755,,
36,cap-surface,veil-color,ContingencySimilarity,0.1946085672082718,,
37,cap-surface,ring-number,ContingencySimilarity,0.31683899556868544,,
38,cap-surface,ring-type,ContingencySimilarity,0.3307483998030527,,
39,cap-surface,spore-print-color,ContingencySimilarity,0.33677991137370755,,
40,cap-surface,population,ContingencySimilarity,0.46319547021171836,,
41,cap-surface,habitat,ContingencySimilarity,0.4625800098473658,,
42,cap-surface,class,ContingencySimilarity,0.7513540128015757,,
43,cap-color,bruises,ContingencySimilarity,0.4891678975873953,,
44,cap-color,odor,ContingencySimilarity,0.267971442639094,,
45,cap-color,gill-attachment,ContingencySimilarity,0.3023141309699656,,
46,cap-color,gill-spacing,ContingencySimilarity,0.3908173313638601,,
47,cap-color,gill-size,ContingencySimilarity,0.40386509108813406,,
48,cap-color,gill-color,ContingencySimilarity,0.2618168389955686,,
49,cap-color,stalk-shape,ContingencySimilarity,0.40694239290989653,,
50,cap-color,stalk-root,ContingencySimilarity,0.3197932053175776,,
51,cap-color,stalk-surface-above-ring,ContingencySimilarity,0.30896110290497303,,
52,cap-color,stalk-surface-below-ring,ContingencySimilarity,0.3279172821270312,,
53,cap-color,stalk-color-above-ring,ContingencySimilarity,0.22316592811422942,,
54,cap-color,stalk-color-below-ring,ContingencySimilarity,0.22218119153126537,,
55,cap-color,veil-type,ContingencySimilarity,0.491752831117676,,
56,cap-color,veil-color,ContingencySimilarity,0.16789758739537164,,
57,cap-color,ring-number,ContingencySimilarity,0.2406450024618414,,
58,cap-color,ring-type,ContingencySimilarity,0.2179960610536682,,
59,cap-color,spore-print-color,ContingencySimilarity,0.22402757262432305,,
60,cap-color,population,ContingencySimilarity,0.33948793697685864,,
61,cap-color,habitat,ContingencySimilarity,0.2951747907434761,,
62,cap-color,class,ContingencySimilarity,0.47796651895617925,,
63,bruises,odor,ContingencySimilarity,0.4602412604628261,,
64,bruises,gill-attachment,ContingencySimilarity,0.5414820285573609,,
65,bruises,gill-spacing,ContingencySimilarity,0.6752831117676021,,
66,bruises,gill-size,ContingencySimilarity,0.7636632200886262,,
67,bruises,gill-color,ContingencySimilarity,0.49975381585425904,,
68,bruises,stalk-shape,ContingencySimilarity,0.8954948301329394,,
69,bruises,stalk-root,ContingencySimilarity,0.5818562284588873,,
70,bruises,stalk-surface-above-ring,ContingencySimilarity,0.43303791235844413,,
71,bruises,stalk-surface-below-ring,ContingencySimilarity,0.44596258000984734,,
72,bruises,stalk-color-above-ring,ContingencySimilarity,0.3593057607090103,,
73,bruises,stalk-color-below-ring,ContingencySimilarity,0.3595519448547514,,
74,bruises,veil-type,ContingencySimilarity,0.9170359428852782,,
75,bruises,veil-color,ContingencySimilarity,0.24938453963564755,,
76,bruises,ring-number,ContingencySimilarity,0.3826932545544066,,
77,bruises,ring-type,ContingencySimilarity,0.3685376661742983,,
78,bruises,spore-print-color,ContingencySimilarity,0.3879862136878385,,
79,bruises,population,ContingencySimilarity,0.6175529295913343,,
80,bruises,habitat,ContingencySimilarity,0.5192023633677991,,
81,bruises,class,ContingencySimilarity,0.6891925160019694,,
82,odor,gill-attachment,ContingencySimilarity,0.4294682422451994,,
83,odor,gill-spacing,ContingencySimilarity,0.5094780896110291,,
84,odor,gill-size,ContingencySimilarity,0.5097242737567701,,
85,odor,gill-color,ContingencySimilarity,0.41272772033481053,,
86,odor,stalk-shape,ContingencySimilarity,0.4778434268833087,,
87,odor,stalk-root,ContingencySimilarity,0.30317577548005903,,
88,odor,stalk-surface-above-ring,ContingencySimilarity,0.4181437715411127,,
89,odor,stalk-surface-below-ring,ContingencySimilarity,0.4094042343673068,,
90,odor,stalk-color-above-ring,ContingencySimilarity,0.2485228951255537,,
91,odor,stalk-color-below-ring,ContingencySimilarity,0.24790743476120125,,
92,odor,veil-type,ContingencySimilarity,0.5558838010832102,,
93,odor,veil-color,ContingencySimilarity,0.24347612013786313,,
94,odor,ring-number,ContingencySimilarity,0.3120384047267356,,
95,odor,ring-type,ContingencySimilarity,0.2541851304775973,,
96,odor,spore-print-color,ContingencySimilarity,0.24667651403249624,,
97,odor,population,ContingencySimilarity,0.36287543082225493,,
98,odor,habitat,ContingencySimilarity,0.3884785819793205,,
99,odor,class,ContingencySimilarity,0.551206302314131,,
100,gill-attachment,gill-spacing,ContingencySimilarity,0.4652880354505169,,
101,gill-attachment,gill-size,ContingencySimilarity,0.5414820285573609,,
102,gill-attachment,gill-color,ContingencySimilarity,0.39807976366322007,,
103,gill-attachment,stalk-shape,ContingencySimilarity,0.5414820285573609,,
104,gill-attachment,stalk-root,ContingencySimilarity,0.4399310684391925,,
105,gill-attachment,stalk-surface-above-ring,ContingencySimilarity,0.3599212210733629,,
106,gill-attachment,stalk-surface-below-ring,ContingencySimilarity,0.3638601674052192,,
107,gill-attachment,stalk-color-above-ring,ContingencySimilarity,0.2834810438207779,,
108,gill-attachment,stalk-color-below-ring,ContingencySimilarity,0.2816346627277203,,
109,gill-attachment,veil-type,ContingencySimilarity,0.5414820285573609,,
110,gill-attachment,veil-color,ContingencySimilarity,0.1469719350073856,,
111,gill-attachment,ring-number,ContingencySimilarity,0.25713934022648943,,
112,gill-attachment,ring-type,ContingencySimilarity,0.337887740029542,,
113,gill-attachment,spore-print-color,ContingencySimilarity,0.25369276218611525,,
114,gill-attachment,population,ContingencySimilarity,0.4180206794682423,,
115,gill-attachment,habitat,ContingencySimilarity,0.40657311669128504,,
116,gill-attachment,class,ContingencySimilarity,0.5414820285573609,,
117,gill-spacing,gill-size,ContingencySimilarity,0.6065977351058591,,
118,gill-spacing,gill-color,ContingencySimilarity,0.5515755785327425,,
119,gill-spacing,stalk-shape,ContingencySimilarity,0.6752831117676021,,
120,gill-spacing,stalk-root,ContingencySimilarity,0.5471442639094043,,
121,gill-spacing,stalk-surface-above-ring,ContingencySimilarity,0.45273264401772517,,
122,gill-spacing,stalk-surface-below-ring,ContingencySimilarity,0.45064007877892664,,
123,gill-spacing,stalk-color-above-ring,ContingencySimilarity,0.3041605120630232,,
124,gill-spacing,stalk-color-below-ring,ContingencySimilarity,0.31154603643525347,,
125,gill-spacing,veil-type,ContingencySimilarity,0.6752831117676021,,
126,gill-spacing,veil-color,ContingencySimilarity,0.24938453963564755,,
127,gill-spacing,ring-number,ContingencySimilarity,0.3397341211225997,,
128,gill-spacing,ring-type,ContingencySimilarity,0.4336533727227967,,
129,gill-spacing,spore-print-color,ContingencySimilarity,0.39303298867552927,,
130,gill-spacing,population,ContingencySimilarity,0.4726735598227474,,
131,gill-spacing,habitat,ContingencySimilarity,0.48227474150664695,,
132,gill-spacing,class,ContingencySimilarity,0.6752831117676021,,
133,gill-size,gill-color,ContingencySimilarity,0.5855489906450025,,
134,gill-size,stalk-shape,ContingencySimilarity,0.7561546036435254,,
135,gill-size,stalk-root,ContingencySimilarity,0.4707040866568193,,
136,gill-size,stalk-surface-above-ring,ContingencySimilarity,0.49827671097981296,,
137,gill-size,stalk-surface-below-ring,ContingencySimilarity,0.5412358444116199,,
138,gill-size,stalk-color-above-ring,ContingencySimilarity,0.33050221565731164,,
139,gill-size,stalk-color-below-ring,ContingencySimilarity,0.34022648941408173,,
140,gill-size,veil-type,ContingencySimilarity,0.7920974889217135,,
141,gill-size,veil-color,ContingencySimilarity,0.24938453963564755,,
142,gill-size,ring-number,ContingencySimilarity,0.3826932545544067,,
143,gill-size,ring-type,ContingencySimilarity,0.34268833087149186,,
144,gill-size,spore-print-color,ContingencySimilarity,0.35893648449039883,,
145,gill-size,population,ContingencySimilarity,0.48732151649433786,,
146,gill-size,habitat,ContingencySimilarity,0.5162481536189069,,
147,gill-size,class,ContingencySimilarity,0.7920974889217134,,
148,gill-color,stalk-shape,ContingencySimilarity,0.45384047267355987,,
149,gill-color,stalk-root,ContingencySimilarity,0.3105612998522894,,
150,gill-color,stalk-surface-above-ring,ContingencySimilarity,0.4005416051206302,,
151,gill-color,stalk-surface-below-ring,ContingencySimilarity,0.38737075332348603,,
152,gill-color,stalk-color-above-ring,ContingencySimilarity,0.24667651403249624,,
153,gill-color,stalk-color-below-ring,ContingencySimilarity,0.24556868537666177,,
154,gill-color,veil-type,ContingencySimilarity,0.6480797636632201,,
155,gill-color,veil-color,ContingencySimilarity,0.19559330379123585,,
156,gill-color,ring-number,ContingencySimilarity,0.28225012309207287,,
157,gill-color,ring-type,ContingencySimilarity,0.224273756770064,,
158,gill-color,spore-print-color,ContingencySimilarity,0.20888724766125066,,
159,gill-color,population,ContingencySimilarity,0.36866075824716893,,
160,gill-color,habitat,ContingencySimilarity,0.3424421467257508,,
161,gill-color,class,ContingencySimilarity,0.6189069423929099,,
162,stalk-shape,stalk-root,ContingencySimilarity,0.6426637124569178,,
163,stalk-shape,stalk-surface-above-ring,ContingencySimilarity,0.568193008370261,,
164,stalk-shape,stalk-surface-below-ring,ContingencySimilarity,0.5568685376661744,,
165,stalk-shape,stalk-color-above-ring,ContingencySimilarity,0.3572131954702117,,
166,stalk-shape,stalk-color-below-ring,ContingencySimilarity,0.361890694239291,,
167,stalk-shape,veil-type,ContingencySimilarity,0.9443623830625307,,
168,stalk-shape,veil-color,ContingencySimilarity,0.24938453963564755,,
169,stalk-shape,ring-number,ContingencySimilarity,0.3826932545544066,,
170,stalk-shape,ring-type,ContingencySimilarity,0.4260216642048251,,
171,stalk-shape,spore-print-color,ContingencySimilarity,0.43426883308714914,,
172,stalk-shape,population,ContingencySimilarity,0.6139832594780896,,
173,stalk-shape,habitat,ContingencySimilarity,0.5872722796651895,,
174,stalk-shape,class,ContingencySimilarity,0.8295174790743476,,
175,stalk-root,stalk-surface-above-ring,ContingencySimilarity,0.4103889709502708,,
176,stalk-root,stalk-surface-below-ring,ContingencySimilarity,0.38121614967996065,,
177,stalk-root,stalk-color-above-ring,ContingencySimilarity,0.2298129000492367,,
178,stalk-root,stalk-color-below-ring,ContingencySimilarity,0.23202855736090588,,
179,stalk-root,veil-type,ContingencySimilarity,0.655588380108321,,
180,stalk-root,veil-color,ContingencySimilarity,0.22845888724766128,,
181,stalk-root,ring-number,ContingencySimilarity,0.31536189069423926,,
182,stalk-root,ring-type,ContingencySimilarity,0.3178237321516494,,
183,stalk-root,spore-print-color,ContingencySimilarity,0.2554160512063023,,
184,stalk-root,population,ContingencySimilarity,0.3780157557853274,,
185,stalk-root,habitat,ContingencySimilarity,0.36952240275726245,,
186,stalk-root,class,ContingencySimilarity,0.620384047267356,,
187,stalk-surface-above-ring,stalk-surface-below-ring,ContingencySimilarity,0.36410635155096016,,
188,stalk-surface-above-ring,stalk-color-above-ring,ContingencySimilarity,0.27006400787789264,,
189,stalk-surface-above-ring,stalk-color-below-ring,ContingencySimilarity,0.2738798621368783,,
190,stalk-surface-above-ring,veil-type,ContingencySimilarity,0.568193008370261,,
191,stalk-surface-above-ring,veil-color,ContingencySimilarity,0.19362383062530775,,
192,stalk-surface-above-ring,ring-number,ContingencySimilarity,0.2932053175775481,,
193,stalk-surface-above-ring,ring-type,ContingencySimilarity,0.309207287050714,,
194,stalk-surface-above-ring,spore-print-color,ContingencySimilarity,0.26427868045297886,,
195,stalk-surface-above-ring,population,ContingencySimilarity,0.3728458887247662,,
196,stalk-surface-above-ring,habitat,ContingencySimilarity,0.3895864106351551,,
197,stalk-surface-above-ring,class,ContingencySimilarity,0.5318808468734614,,
198,stalk-surface-below-ring,stalk-color-above-ring,ContingencySimilarity,0.26070901033973415,,
199,stalk-surface-below-ring,stalk-color-below-ring,ContingencySimilarity,0.26661742983751835,,
200,stalk-surface-below-ring,veil-type,ContingencySimilarity,0.5588380108321024,,
201,stalk-surface-below-ring,veil-color,ContingencySimilarity,0.2250123092072871,,
202,stalk-surface-below-ring,ring-number,ContingencySimilarity,0.31806991629739045,,
203,stalk-surface-below-ring,ring-type,ContingencySimilarity,0.2917282127031019,,
204,stalk-surface-below-ring,spore-print-color,ContingencySimilarity,0.27941900541605125,,
205,stalk-surface-below-ring,population,ContingencySimilarity,0.404849827671098,,
206,stalk-surface-below-ring,habitat,ContingencySimilarity,0.406819300837026,,
207,stalk-surface-below-ring,class,ContingencySimilarity,0.47316592811422953,,
208,stalk-color-above-ring,stalk-color-below-ring,ContingencySimilarity,0.24618414574101422,,
209,stalk-color-above-ring,veil-type,ContingencySimilarity,0.370876415558838,,
210,stalk-color-above-ring,veil-color,ContingencySimilarity,0.17909896602658792,,
211,stalk-color-above-ring,ring-number,ContingencySimilarity,0.2511078286558346,,
212,stalk-color-above-ring,ring-type,ContingencySimilarity,0.21984244214672577,,
213,stalk-color-above-ring,spore-print-color,ContingencySimilarity,0.1989167897587395,,
214,stalk-color-above-ring,population,ContingencySimilarity,0.2492614475627769,,
215,stalk-color-above-ring,habitat,ContingencySimilarity,0.24876907927129488,,
216,stalk-color-above-ring,class,ContingencySimilarity,0.3593057607090103,,
217,stalk-color-below-ring,veil-type,ContingencySimilarity,0.3904480551452486,,
218,stalk-color-below-ring,veil-color,ContingencySimilarity,0.17257508616445105,,
219,stalk-color-below-ring,ring-number,ContingencySimilarity,0.24286065977351057,,
220,stalk-color-below-ring,ring-type,ContingencySimilarity,0.22291974396848846,,
221,stalk-color-below-ring,spore-print-color,ContingencySimilarity,0.20728705071393405,,
222,stalk-color-below-ring,population,ContingencySimilarity,0.24643032988675528,,
223,stalk-color-below-ring,habitat,ContingencySimilarity,0.2538158542589858,,
224,stalk-color-below-ring,class,ContingencySimilarity,0.36570654849827666,,
225,veil-type,veil-color,ContingencySimilarity,0.24938453963564744,,
226,veil-type,ring-number,ContingencySimilarity,0.3826932545544067,,
227,veil-type,ring-type,ContingencySimilarity,0.45420974889217125,,
228,veil-type,spore-print-color,ContingencySimilarity,0.4380846873461349,,
229,veil-type,population,ContingencySimilarity,0.6175529295913343,,
230,veil-type,habitat,ContingencySimilarity,0.5979812900049236,,
231,veil-type,class,ContingencySimilarity,0.9998769079271295,,
232,veil-color,ring-number,ContingencySimilarity,0.1660512063023143,,
233,veil-color,ring-type,ContingencySimilarity,0.163835548990645,,
234,veil-color,spore-print-color,ContingencySimilarity,0.1306006893156082,,
235,veil-color,population,ContingencySimilarity,0.24347612013786324,,
236,veil-color,habitat,ContingencySimilarity,0.22267355982274728,,
237,veil-color,class,ContingencySimilarity,0.24938453963564755,,
238,ring-number,ring-type,ContingencySimilarity,0.23966026587887734,,
239,ring-number,spore-print-color,ContingencySimilarity,0.19091580502215655,,
240,ring-number,population,ContingencySimilarity,0.30982274741506655,,
241,ring-number,habitat,ContingencySimilarity,0.2951747907434761,,
242,ring-number,class,ContingencySimilarity,0.3826932545544067,,
243,ring-type,spore-print-color,ContingencySimilarity,0.18956179222058112,,
244,ring-type,population,ContingencySimilarity,0.2933284096504185,,
245,ring-type,habitat,ContingencySimilarity,0.3319793205317578,,
246,ring-type,class,ContingencySimilarity,0.45420974889217136,,
247,spore-print-color,population,ContingencySimilarity,0.32816346627277193,,
248,spore-print-color,habitat,ContingencySimilarity,0.28298867552929585,,
249,spore-print-color,class,ContingencySimilarity,0.4090349581486953,,
250,population,habitat,ContingencySimilarity,0.35155096011816833,,
251,population,class,ContingencySimilarity,0.5248645987198424,,
252,habitat,class,ContingencySimilarity,0.5448055145248646,,
