,Column,Metric,Score
0,Ship Mode,KSComplement,0.6605963578146888
1,Segment,KSComplement,0.8551130678407044
2,Country,KSComplement,1.0
3,State,KSComplement,0.8804282569541725
4,Postal Code,KSComplement,0.8832299379627777
5,Region,KSComplement,0.9370622373424055
6,Category,KSComplement,0.8501100660396238
7,Sub-Category,KSComplement,0.7919751851110666
8,Sales,KSComplement,0.8577146287772663
9,Quantity,KSComplement,0.8227936762057234
10,Discount,KSComplement,0.8052831699019412
11,Profit,KSComplement,0.9980988593155894
