,Column,Metric,Score
0,Ship Mode,KSComplement,0.6879127476485891
1,Segment,KSComplement,0.8651190714428657
2,Country,KSComplement,1.0
3,State,KSComplement,0.9191514908945367
4,Postal Code,KSComplement,0.9002401440864518
5,Region,KSComplement,0.9569741845107065
6,Category,KSComplement,0.8429057434460676
7,Sub-Category,KSComplement,0.8176906143686211
8,Sales,KSComplement,0.8929357614568741
9,Quantity,KSComplement,0.8122873724234541
10,Discount,KSComplement,0.8318991394836902
11,Profit,KSComplement,0.9987992795677406
