,Column,Metric,Score
0,Ship Mode,KSComplement,0.6754052431458875
1,Segment,KSComplement,0.8492095257154293
2,Country,KSComplement,1.0
3,State,KSComplement,0.8396037622573544
4,Postal Code,KSComplement,0.8594156493896338
5,Region,KSComplement,0.9117470482289374
6,Category,KSComplement,0.8156894136481889
7,Sub-Category,KSComplement,0.6245747448469081
8,Sales,KSComplement,0.9097458475085051
9,Quantity,KSComplement,0.6027616569941965
10,Discount,KSComplement,0.6329797878727237
11,Profit,KSComplement,0.9984990994596759
