,Column,Metric,Score
0,person_age,KSComplement,0.2809553739786297
1,person_income,KSComplement,0.5542635658914729
2,person_home_ownership,KSComplement,0.6663523989105384
3,person_emp_length,KSComplement,0.25871220057266564
4,loan_intent,KSComplement,0.934283120329632
5,loan_grade,KSComplement,0.8705566031147427
6,loan_amnt,KSComplement,0.5243732104197221
7,loan_int_rate,KSComplement,0.6354843215308331
8,loan_percent_income,KSComplement,0.7725050632027376
9,cb_person_default_on_file,KSComplement,0.9692366785390041
10,cb_person_cred_hist_length,KSComplement,0.2624834136462043
11,loan_status,KSComplement,0.9987778476150568
