,Column,Metric,Score
0,person_age,TVComplement,0.35868426566100986
1,person_income,TVComplement,0.8375934073608492
2,person_home_ownership,TVComplement,0.5082407989384734
3,person_emp_length,TVComplement,0.4847754731475662
4,loan_intent,TVComplement,0.9168587191843005
5,loan_grade,TVComplement,0.7703750261889797
6,loan_amnt,TVComplement,0.6267197429988127
7,loan_int_rate,TVComplement,0.7642991829038341
8,loan_percent_income,TVComplement,0.6661079684335498
9,cb_person_default_on_file,TVComplement,0.9186395698023605
10,cb_person_cred_hist_length,TVComplement,0.344158111599972
11,loan_status,TVComplement,0.9977652070675327
