,Column,Metric,Score
0,person_age,TVComplement,0.2997416020671836
1,person_income,TVComplement,0.7029122145401216
2,person_home_ownership,TVComplement,0.4313150359661987
3,person_emp_length,TVComplement,0.34632306725329987
4,loan_intent,TVComplement,0.9255185417976115
5,loan_grade,TVComplement,0.8437390879251344
6,loan_amnt,TVComplement,0.617675815350234
7,loan_int_rate,TVComplement,0.7113276066764438
8,loan_percent_income,TVComplement,0.7236538864445841
9,cb_person_default_on_file,TVComplement,0.9474823660870172
10,cb_person_cred_hist_length,TVComplement,0.29094210489559325
11,loan_status,TVComplement,0.9994413017668831
