,Column 1,Column 2,Metric,Score,Real Correlation,Synthetic Correlation
0,cap-shape,cap-surface,ContingencySimilarity,0.5935499753815854,,
1,cap-shape,cap-color,ContingencySimilarity,0.552683407188577,,
2,cap-shape,bruises,ContingencySimilarity,0.6262924667651403,,
3,cap-shape,odor,ContingencySimilarity,0.353397341211226,,
4,cap-shape,gill-attachment,ContingencySimilarity,0.5585918266863614,,
5,cap-shape,gill-spacing,ContingencySimilarity,0.6170605612998523,,
6,cap-shape,gill-size,ContingencySimilarity,0.6262924667651404,,
7,cap-shape,gill-color,ContingencySimilarity,0.5219103889709503,,
8,cap-shape,stalk-shape,ContingencySimilarity,0.6212456917774496,,
9,cap-shape,stalk-root,ContingencySimilarity,0.44276218611521423,,
10,cap-shape,stalk-surface-above-ring,ContingencySimilarity,0.5275726243229937,,
11,cap-shape,stalk-surface-below-ring,ContingencySimilarity,0.3487198424421467,,
12,cap-shape,stalk-color-above-ring,ContingencySimilarity,0.4574101427868045,,
13,cap-shape,stalk-color-below-ring,ContingencySimilarity,0.40460364352535705,,
14,cap-shape,veil-type,ContingencySimilarity,0.6262924667651404,,
15,cap-shape,veil-color,ContingencySimilarity,0.5478828163466273,,
16,cap-shape,ring-number,ContingencySimilarity,0.5734859675036927,,
17,cap-shape,ring-type,ContingencySimilarity,0.501723289020187,,
18,cap-shape,spore-print-color,ContingencySimilarity,0.4976612506154604,,
19,cap-shape,population,ContingencySimilarity,0.5119399310684392,,
20,cap-shape,habitat,ContingencySimilarity,0.5965041851304775,,
21,cap-shape,class,ContingencySimilarity,0.6262924667651403,,
22,cap-surface,cap-color,ContingencySimilarity,0.6501723289020187,,
23,cap-surface,bruises,ContingencySimilarity,0.8135155096011817,,
24,cap-surface,odor,ContingencySimilarity,0.39906450024618423,,
25,cap-surface,gill-attachment,ContingencySimilarity,0.7646479566715904,,
26,cap-surface,gill-spacing,ContingencySimilarity,0.7486459871984243,,
27,cap-surface,gill-size,ContingencySimilarity,0.7451994091580503,,
28,cap-surface,gill-color,ContingencySimilarity,0.681068439192516,,
29,cap-surface,stalk-shape,ContingencySimilarity,0.6703594288527819,,
30,cap-surface,stalk-root,ContingencySimilarity,0.534219596258001,,
31,cap-surface,stalk-surface-above-ring,ContingencySimilarity,0.6223535204332842,,
32,cap-surface,stalk-surface-below-ring,ContingencySimilarity,0.41937469226981783,,
33,cap-surface,stalk-color-above-ring,ContingencySimilarity,0.5452978828163466,,
34,cap-surface,stalk-color-below-ring,ContingencySimilarity,0.4602412604628262,,
35,cap-surface,veil-type,ContingencySimilarity,0.888847858197932,,
36,cap-surface,veil-color,ContingencySimilarity,0.7466765140324964,,
37,cap-surface,ring-number,ContingencySimilarity,0.8339487936976858,,
38,cap-surface,ring-type,ContingencySimilarity,0.6852535696701132,,
39,cap-surface,spore-print-color,ContingencySimilarity,0.6506646971935008,,
40,cap-surface,population,ContingencySimilarity,0.6086903003446578,,
41,cap-surface,habitat,ContingencySimilarity,0.6821762678483505,,
42,cap-surface,class,ContingencySimilarity,0.7968980797636632,,
43,cap-color,bruises,ContingencySimilarity,0.7178729689807977,,
44,cap-color,odor,ContingencySimilarity,0.34773510585918266,,
45,cap-color,gill-attachment,ContingencySimilarity,0.6580502215657311,,
46,cap-color,gill-spacing,ContingencySimilarity,0.6443870014771049,,
47,cap-color,gill-size,ContingencySimilarity,0.653618906942393,,
48,cap-color,gill-color,ContingencySimilarity,0.5651157065484983,,
49,cap-color,stalk-shape,ContingencySimilarity,0.5833333333333333,,
50,cap-color,stalk-root,ContingencySimilarity,0.4804283604135894,,
51,cap-color,stalk-surface-above-ring,ContingencySimilarity,0.5221565731166913,,
52,cap-color,stalk-surface-below-ring,ContingencySimilarity,0.33788774002954214,,
53,cap-color,stalk-color-above-ring,ContingencySimilarity,0.4267602166420482,,
54,cap-color,stalk-color-below-ring,ContingencySimilarity,0.352904972919744,,
55,cap-color,veil-type,ContingencySimilarity,0.7213195470211718,,
56,cap-color,veil-color,ContingencySimilarity,0.6480797636632201,,
57,cap-color,ring-number,ContingencySimilarity,0.6611275233874938,,
58,cap-color,ring-type,ContingencySimilarity,0.48030526834071885,,
59,cap-color,spore-print-color,ContingencySimilarity,0.5484982767109798,,
60,cap-color,population,ContingencySimilarity,0.535696701132447,,
61,cap-color,habitat,ContingencySimilarity,0.5985967503692763,,
62,cap-color,class,ContingencySimilarity,0.6909158050221565,,
63,bruises,odor,ContingencySimilarity,0.432545544066962,,
64,bruises,gill-attachment,ContingencySimilarity,0.8541358936484491,,
65,bruises,gill-spacing,ContingencySimilarity,0.8047759724273756,,
66,bruises,gill-size,ContingencySimilarity,0.8380108321024127,,
67,bruises,gill-color,ContingencySimilarity,0.663589364844904,,
68,bruises,stalk-shape,ContingencySimilarity,0.7496307237813885,,
69,bruises,stalk-root,ContingencySimilarity,0.6195224027572624,,
70,bruises,stalk-surface-above-ring,ContingencySimilarity,0.636386016740522,,
71,bruises,stalk-surface-below-ring,ContingencySimilarity,0.4441161989167898,,
72,bruises,stalk-color-above-ring,ContingencySimilarity,0.6115214180206794,,
73,bruises,stalk-color-below-ring,ContingencySimilarity,0.4719350073855244,,
74,bruises,veil-type,ContingencySimilarity,0.9166666666666666,,
75,bruises,veil-color,ContingencySimilarity,0.8324716888232397,,
76,bruises,ring-number,ContingencySimilarity,0.870876415558838,,
77,bruises,ring-type,ContingencySimilarity,0.5813638601674052,,
78,bruises,spore-print-color,ContingencySimilarity,0.6301083210241261,,
79,bruises,population,ContingencySimilarity,0.6450024618414574,,
80,bruises,habitat,ContingencySimilarity,0.7207040866568193,,
81,bruises,class,ContingencySimilarity,0.9095273264401773,,
82,odor,gill-attachment,ContingencySimilarity,0.4435007385524372,,
83,odor,gill-spacing,ContingencySimilarity,0.4239290989660266,,
84,odor,gill-size,ContingencySimilarity,0.44990152634170355,,
85,odor,gill-color,ContingencySimilarity,0.4266371245691778,,
86,odor,stalk-shape,ContingencySimilarity,0.4102658788774003,,
87,odor,stalk-root,ContingencySimilarity,0.3069916297390447,,
88,odor,stalk-surface-above-ring,ContingencySimilarity,0.40152634170359425,,
89,odor,stalk-surface-below-ring,ContingencySimilarity,0.30329886755292956,,
