,Column,Metric,Score
0,person_age,TVComplement,0.18695439625672172
1,person_income,TVComplement,0.2178923109155666
2,person_home_ownership,TVComplement,0.43854319435714784
3,person_emp_length,TVComplement,0.2954466094000977
4,loan_intent,TVComplement,0.8750611076192472
5,loan_grade,TVComplement,0.7251204693065159
6,loan_amnt,TVComplement,0.5785669390320554
7,loan_int_rate,TVComplement,0.721907954466094
8,loan_percent_income,TVComplement,0.7633912982750192
9,cb_person_default_on_file,TVComplement,0.6943571478455199
10,cb_person_cred_hist_length,TVComplement,0.42028074586214115
11,loan_status,TVComplement,0.9992667085690342
