,Column,Metric,Score
0,person_age,KSComplement,0.3539702493190865
1,person_income,KSComplement,0.8431454710524477
2,person_home_ownership,KSComplement,0.7030518890984007
3,person_emp_length,KSComplement,0.48271527341294784
4,loan_intent,KSComplement,0.9653956281863258
5,loan_grade,KSComplement,0.7778825336964872
6,loan_amnt,KSComplement,0.632690830365249
7,loan_int_rate,KSComplement,0.835149102590963
8,loan_percent_income,KSComplement,0.6961379984635798
9,cb_person_default_on_file,KSComplement,0.9277882533696488
10,cb_person_cred_hist_length,KSComplement,0.3402472239681542
11,loan_status,KSComplement,0.9991968712898947
