,Column,Metric,Score
0,cap-shape,KSComplement,0.7296898079763663
1,cap-surface,KSComplement,0.9246676514032497
2,cap-color,KSComplement,0.8515509601181683
3,bruises,KSComplement,0.913835548990645
4,odor,KSComplement,0.6518956179222057
5,gill-attachment,KSComplement,0.8589364844903988
6,gill-spacing,KSComplement,0.8765386509108813
7,gill-size,KSComplement,0.8062530773018217
8,gill-color,KSComplement,0.8751846381093058
9,stalk-shape,KSComplement,0.7625553914327917
10,stalk-root,KSComplement,0.7789266371245691
11,stalk-surface-above-ring,KSComplement,0.7390448055145249
12,stalk-surface-below-ring,KSComplement,0.7306745445593303
13,stalk-color-above-ring,KSComplement,0.7102412604628262
14,stalk-color-below-ring,KSComplement,0.578163466272772
15,veil-type,KSComplement,1.0
16,veil-color,KSComplement,0.8804775972427376
17,ring-number,KSComplement,0.9342688330871491
18,ring-type,KSComplement,0.8414574101427867
19,spore-print-color,KSComplement,0.8290251107828656
20,population,KSComplement,0.8015755785327425
21,habitat,KSComplement,0.8440423436730675
22,class,KSComplement,0.9949532250123092
