5;5;0;0.14298499999858905;282624
5;5;1;0.13346440000168514;65536
5;5;2;0.11266300000716001;4096
5;5;3;0.08877529999881517;176128
5;5;4;0.040685499989194795;0
5;5;5;0.037181399995461106;0
5;10;0;0.15902099999948405;81920
5;10;1;0.1388281000108691;20480
5;10;2;0.11403579999750946;0
5;10;3;0.0846051999978954;16384
5;10;4;0.03427889999875333;0
5;10;5;0.039257500000530854;0
5;20;0;0.168476599996211;303104
5;20;1;0.15738340000098106;61440
5;20;2;0.12932059999729972;0
5;20;3;0.09035639998910483;0
5;20;4;0.03599819999362808;0
5;20;5;0.040836099986336194;0
5;50;0;0.1883489999891026;282624
5;50;1;0.17143869999563321;4096
5;50;2;0.14586679999774788;0
5;50;3;0.10293510000337847;0
5;50;4;0.041336199996294454;0
5;50;5;0.04246650000277441;0
5;100;0;0.21120249999512453;0
5;100;1;0.18616409999958705;8192
5;100;2;0.15379919999395497;8192
5;100;3;0.11088330000347923;8192
5;100;4;0.04590050000115298;0
5;100;5;0.04833629999484401;0
5;200;0;0.21324160000949632;0
5;200;1;0.2661720000032801;0
5;200;2;0.16216049999638926;69632
5;200;3;0.11211159999947995;0
5;200;4;0.0472695000062231;0
5;200;5;0.05121489999874029;0
5;500;0;0.25443830000585876;4096
5;500;1;0.2847492000000784;0
5;500;2;0.19631670000671875;0
5;500;3;0.1374669999931939;0
5;500;4;0.05910579999908805;0
5;500;5;0.058001299999887124;0
5;1000;0;0.26374809999833815;24576
5;1000;1;0.2808355000015581;81920
5;1000;2;0.20439889999397565;0
5;1000;3;0.14261270000133663;0
5;1000;4;0.06116260000271723;0
5;1000;5;0.06169919999956619;0
10;5;0;0.5556662999879336;0
10;5;1;0.554398799999035;0
10;5;2;0.5291046000056667;4096
10;5;3;0.49959900000249036;4096
10;5;4;0.47673979999672156;0
10;5;5;0.4027766000072006;4096
10;10;0;0.6265346000000136;4096
10;10;1;0.5894853999925544;0
10;10;2;0.5809203999961028;0
10;10;3;0.5423259999952279;8192
10;10;4;0.5064530999952694;0
10;10;5;0.4356794000050286;0
10;20;0;0.6683763999899384;0
10;20;1;0.6502194000058807;4096
10;20;2;0.6273581999994349;-4096
10;20;3;0.6268066999909934;20480
10;20;4;0.5400751999986824;0
10;20;5;0.4743183000100544;0
10;50;0;0.7486400999914622;0
10;50;1;0.7277121999941301;0
10;50;2;0.6991971999959787;0
10;50;3;0.6777976000012131;4096
10;50;4;0.5792317000014009;0
10;50;5;0.5166891999979271;0
10;100;0;0.8172447999968426;0
10;100;1;0.7804088999982923;0
10;100;2;0.7525148999993689;0
10;100;3;0.7221335000067484;0
10;100;4;0.6434332999924663;0
10;100;5;0.7118450999987544;0
10;200;0;0.9226953999896068;65536
10;200;1;0.8421858999936376;0
10;200;2;0.8447629000002053;0
10;200;3;0.7377147999941371;40960
10;200;4;0.7194751000060933;0
10;200;5;0.6228294000029564;81920
10;500;0;1.0752883999957703;0
10;500;1;1.3160064999974566;0
10;500;2;0.9889786999992793;0
10;500;3;0.9065046000032453;0
10;500;4;0.8715002999961143;0
10;500;5;0.7212266999995336;0
10;1000;0;1.1683021000062581;0
10;1000;1;1.0821983000059845;0
10;1000;2;1.119614499999443;0
10;1000;3;1.191754999992554;0
10;1000;4;0.956816699996125;208896
10;1000;5;0.7742813999939244;20480
5;5;0;0.1578027000068687;196608
5;5;1;0.13610160000098404;131072
5;5;2;0.12142139999195933;4096
5;5;3;0.14533910001046024;24576
5;5;4;0.04689240000152495;0
5;5;5;0.04822820000117645;0
5;10;0;0.18186450000212062;45056
5;10;1;0.2015164000040386;24576
5;10;2;0.16337659998680465;4096
5;10;3;0.11464270000578836;16384
5;10;4;0.03396279999287799;0
5;10;5;0.034594900003867224;0
5;20;0;0.18676669998967554;335872
5;20;1;0.18502340000122786;24576
5;20;2;0.13328589999582618;0
5;20;3;0.09567119998973794;0
5;20;4;0.037228900007903576;0
5;20;5;0.037906700003077276;0
5;50;0;0.19974399999773595;348160
5;50;1;0.18608390000008512;8192
5;50;2;0.15414479999162722;0
5;50;3;0.10599809999985155;0
5;50;4;0.04215130000375211;0
5;50;5;0.03959939999913331;0
5;100;0;0.21506319999753032;28672
5;100;1;0.20992090000072494;40960
5;100;2;0.1784013000142295;49152
5;100;3;0.13648069999180734;0
5;100;4;0.04637409999850206;0
5;100;5;0.04528079999727197;0
5;200;0;0.22716609999770299;8192
5;200;1;0.24426419999508653;0
5;200;2;0.1847898999985773;0
5;200;3;0.12640739999187645;0
5;200;4;0.04785780000383966;0
5;200;5;0.050256100003025495;0
5;500;0;0.29179170000134036;4096
5;500;1;0.24969129999226425;0
5;500;2;0.19468280000728555;0
5;500;3;0.13443740000366233;0
5;500;4;0.05364629998803139;0
5;500;5;0.05521310000040103;0
5;1000;0;0.2641867999918759;36864
5;1000;1;0.2470142000092892;0
5;1000;2;0.21695209998870268;16384
5;1000;3;0.15393300000869203;0
5;1000;4;0.06058699999994133;0
5;1000;5;0.06386579999525566;0
10;5;0;0.5679698000021745;167936
10;5;1;0.6021827999938978;0
10;5;2;0.5566682999924524;0
10;5;3;0.5357315000001108;4096
10;5;4;0.4466351000010036;0
10;5;5;0.41455679999489803;0
10;10;0;0.6636711000028299;0
10;10;1;0.7154149000125472;0
10;10;2;0.6612477000016952;0
10;10;3;0.5189549000060651;12288
10;10;4;0.4866282000002684;0
10;10;5;0.42931079999834765;0
10;20;0;0.6839463000069372;0
10;20;1;0.7452445000089938;0
5;5;0;0.17259740000008605;331776
5;5;1;0.1967964000068605;8192
5;5;2;0.10745169999427162;4096
5;5;3;0.07768649999343324;204800
5;5;4;0.029762899997876957;0
5;5;5;0.03140789999451954;0
5;10;0;0.15274999999383;49152
5;10;1;0.1911536999978125;24576
5;10;2;0.13997469999594614;4096
5;10;3;0.0920833000127459;12288
5;10;4;0.03409780000220053;0
5;10;5;0.042313300000387244;0
5;20;0;0.1672919999982696;225280
5;20;1;0.2139957999897888;0
5;20;2;0.13445460000366438;0
5;20;3;0.10849030000099447;0
5;20;4;0.04321509999863338;0
5;20;5;0.04224990001239348;0
5;50;0;0.20706879999488592;299008
5;50;1;0.19602719999966212;4096
5;50;2;0.15387719999125693;0
5;50;3;0.1153240999992704;0
5;50;4;0.046215900001698174;0
5;50;5;0.04364329999953043;0
5;100;0;0.22882129999925382;28672
5;100;1;0.20030720000795554;0
5;100;2;0.18123800000466872;8192
5;100;3;0.11891600000672042;0
5;100;4;0.04812600000877865;0
5;100;5;0.050137700003688224;0
5;200;0;0.23225660000753123;12288
5;200;1;0.22220619999279734;0
5;200;2;0.18969020000076853;0
5;200;3;0.13116430000809487;0
5;200;4;0.08292770000116434;0
5;200;5;0.04835280000406783;0
5;500;0;0.270629699996789;45056
5;500;1;0.26971469999989495;0
5;500;2;0.22179769999638665;0
5;500;3;0.15598989999853075;0
5;500;4;0.06010970000352245;0
5;500;5;0.06492760000401177;0
5;1000;0;0.26649039999756496;159744
5;1000;1;0.2548882999981288;0
5;1000;2;0.21154350000142585;8192
5;1000;3;0.1527965999994194;4096
5;1000;4;0.06294099999649916;0
5;1000;5;0.0717579000047408;0
10;5;0;0.581149199992069;122880
10;5;1;0.5498520999972243;0
10;5;2;0.5238971000071615;0
10;5;3;0.4941697999893222;4096
10;5;4;0.5609668999968562;0
10;5;5;0.39533030000166036;0
10;10;0;0.61542119999649;0
10;10;1;0.5927309000107925;0
10;10;2;0.6239201999997022;0
10;10;3;0.6069693000026746;12288
10;10;4;0.48671149999427143;0
10;10;5;0.47169960000610445;0
10;20;0;0.664252899994608;0
10;20;1;0.7988181999971857;0
10;20;2;0.6744160999951418;0
10;20;3;0.5770424000074854;0
10;20;4;0.5468552000093041;8192
10;20;5;0.4986615000088932;0
10;50;0;0.7556130000011763;73728
10;50;1;0.7401512999931583;0
10;50;2;0.7123290000017732;0
10;50;3;0.6611837000091327;0
10;50;4;0.5968090999958804;0
10;50;5;0.5467009999993024;0
10;100;0;0.8133677000005264;4096
10;100;1;0.8186074999975972;0
10;100;2;0.7864390000031563;4096
10;100;3;0.6951891999924555;0
10;100;4;0.6445625000051223;65536
10;100;5;0.6154638999869348;0
10;200;0;0.8484189000009792;0
10;200;1;0.8450548999971943;0
10;200;2;0.8330754000053275;45056
10;200;3;0.766080300003523;0
10;200;4;0.6952288999891607;4096
10;200;5;0.6151508999901125;0
10;500;0;1.0440130999922985;0
10;500;1;1.0243368000083137;0
10;500;2;0.9546950000076322;0
10;500;3;1.0273180999938631;0
10;500;4;0.8366787999984808;0
10;500;5;0.7547737999993842;0
10;1000;0;1.0806003000034252;0
10;1000;1;1.131236400004127;0
10;1000;2;1.3427119999978459;0
10;1000;3;0.9239468000014313;0
10;1000;4;0.8478067999967607;8192
10;1000;5;0.8124265000078594;0
20;5;0;2.215300899988506;4096
20;5;1;2.241740600002231;4096
20;5;2;2.212091200010036;4096
20;5;3;2.1843296000006376;0
20;5;4;2.1650397000048542;0
20;5;5;2.1072171999985585;0
20;10;0;2.476159899990307;-57344
20;10;1;2.4503622999909567;0
20;10;2;2.4828799000097206;0
20;10;3;2.3818017000012333;0
