TIME: 00:41:36EPOCHS: 25, K: 0, GENERATOR LOSS: 2.250, GENERATOR ACCURACY: 0.933, DISCRIMINATOR LOSS: 3.124, DISCRIMINATOR ACCURACY: 0.555, SHAPE: (9994, 11) 
TIME: 00:41:38EPOCHS: 25, K: 0, GENERATOR LOSS: 3.611, GENERATOR ACCURACY: 0.933, DISCRIMINATOR LOSS: 4.593, DISCRIMINATOR ACCURACY: 0.546, SHAPE: (9994, 11) 
TIME: 00:41:40EPOCHS: 25, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.939, DISCRIMINATOR LOSS: 7.615, DISCRIMINATOR ACCURACY: 0.492, SHAPE: (9994, 11) 
TIME: 00:41:42EPOCHS: 25, K: 0, GENERATOR LOSS: 2.201, GENERATOR ACCURACY: 0.946, DISCRIMINATOR LOSS: 2.991, DISCRIMINATOR ACCURACY: 0.516, SHAPE: (9994, 11) 
TIME: 00:41:44EPOCHS: 25, K: 0, GENERATOR LOSS: 2.107, GENERATOR ACCURACY: 0.951, DISCRIMINATOR LOSS: 2.305, DISCRIMINATOR ACCURACY: 0.570, SHAPE: (9994, 11) 
TIME: 00:41:46EPOCHS: 25, K: 0, GENERATOR LOSS: 1.436, GENERATOR ACCURACY: 0.956, DISCRIMINATOR LOSS: 1.482, DISCRIMINATOR ACCURACY: 0.654, SHAPE: (9994, 11) 
TIME: 00:41:48EPOCHS: 25, K: 0, GENERATOR LOSS: 0.959, GENERATOR ACCURACY: 0.959, DISCRIMINATOR LOSS: 2.765, DISCRIMINATOR ACCURACY: 0.428, SHAPE: (9994, 11) 
TIME: 00:41:50EPOCHS: 25, K: 0, GENERATOR LOSS: 2.118, GENERATOR ACCURACY: 0.960, DISCRIMINATOR LOSS: 4.340, DISCRIMINATOR ACCURACY: 0.489, SHAPE: (9994, 11) 
TIME: 00:41:53EPOCHS: 25, K: 0, GENERATOR LOSS: 2.317, GENERATOR ACCURACY: 0.961, DISCRIMINATOR LOSS: 3.220, DISCRIMINATOR ACCURACY: 0.555, SHAPE: (9994, 11) 
TIME: 00:41:55EPOCHS: 25, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.963, DISCRIMINATOR LOSS: 7.687, DISCRIMINATOR ACCURACY: 0.496, SHAPE: (9994, 11) 
TIME: 00:41:57EPOCHS: 25, K: 0, GENERATOR LOSS: 1.249, GENERATOR ACCURACY: 0.963, DISCRIMINATOR LOSS: 3.229, DISCRIMINATOR ACCURACY: 0.485, SHAPE: (9994, 11) 
TIME: 00:41:59EPOCHS: 25, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.965, DISCRIMINATOR LOSS: 11.604, DISCRIMINATOR ACCURACY: 0.509, SHAPE: (9994, 11) 
TIME: 00:42:01EPOCHS: 25, K: 0, GENERATOR LOSS: 1.692, GENERATOR ACCURACY: 0.965, DISCRIMINATOR LOSS: 2.218, DISCRIMINATOR ACCURACY: 0.653, SHAPE: (9994, 11) 
TIME: 00:42:04EPOCHS: 25, K: 0, GENERATOR LOSS: 1.349, GENERATOR ACCURACY: 0.965, DISCRIMINATOR LOSS: 1.129, DISCRIMINATOR ACCURACY: 0.584, SHAPE: (9994, 11) 
TIME: 00:42:06EPOCHS: 25, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.966, DISCRIMINATOR LOSS: 7.718, DISCRIMINATOR ACCURACY: 0.515, SHAPE: (9994, 11) 
TIME: 00:42:08EPOCHS: 25, K: 0, GENERATOR LOSS: 3.468, GENERATOR ACCURACY: 0.966, DISCRIMINATOR LOSS: 3.706, DISCRIMINATOR ACCURACY: 0.538, SHAPE: (9994, 11) 
TIME: 00:42:10EPOCHS: 25, K: 0, GENERATOR LOSS: 1.587, GENERATOR ACCURACY: 0.967, DISCRIMINATOR LOSS: 1.239, DISCRIMINATOR ACCURACY: 0.626, SHAPE: (9994, 11) 
TIME: 00:42:12EPOCHS: 25, K: 0, GENERATOR LOSS: 1.623, GENERATOR ACCURACY: 0.968, DISCRIMINATOR LOSS: 4.068, DISCRIMINATOR ACCURACY: 0.493, SHAPE: (9994, 11) 
TIME: 00:42:14EPOCHS: 25, K: 0, GENERATOR LOSS: 2.687, GENERATOR ACCURACY: 0.968, DISCRIMINATOR LOSS: 4.279, DISCRIMINATOR ACCURACY: 0.486, SHAPE: (9994, 11) 
TIME: 00:42:16EPOCHS: 25, K: 0, GENERATOR LOSS: 1.186, GENERATOR ACCURACY: 0.968, DISCRIMINATOR LOSS: 1.702, DISCRIMINATOR ACCURACY: 0.558, SHAPE: (9994, 11) 
TIME: 00:42:19EPOCHS: 25, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.968, DISCRIMINATOR LOSS: 8.602, DISCRIMINATOR ACCURACY: 0.515, SHAPE: (9994, 11) 
TIME: 00:42:21EPOCHS: 25, K: 0, GENERATOR LOSS: 2.598, GENERATOR ACCURACY: 0.969, DISCRIMINATOR LOSS: 2.847, DISCRIMINATOR ACCURACY: 0.575, SHAPE: (9994, 11) 
TIME: 00:42:23EPOCHS: 25, K: 0, GENERATOR LOSS: 2.736, GENERATOR ACCURACY: 0.969, DISCRIMINATOR LOSS: 10.366, DISCRIMINATOR ACCURACY: 0.523, SHAPE: (9994, 11) 
TIME: 00:42:25EPOCHS: 25, K: 0, GENERATOR LOSS: 1.302, GENERATOR ACCURACY: 0.970, DISCRIMINATOR LOSS: 1.358, DISCRIMINATOR ACCURACY: 0.569, SHAPE: (9994, 11) 
TIME: 00:42:27EPOCHS: 25, K: 0, GENERATOR LOSS: 2.948, GENERATOR ACCURACY: 0.970, DISCRIMINATOR LOSS: 4.318, DISCRIMINATOR ACCURACY: 0.540, SHAPE: (9994, 11) 
TIME: 00:42:39EPOCHS: 25, K: 0, GENERATOR LOSS: 1.945, GENERATOR ACCURACY: 0.874, DISCRIMINATOR LOSS: 0.627, DISCRIMINATOR ACCURACY: 0.706, SHAPE: (28638, 11) 
TIME: 00:42:43EPOCHS: 25, K: 0, GENERATOR LOSS: 2.228, GENERATOR ACCURACY: 0.881, DISCRIMINATOR LOSS: 0.438, DISCRIMINATOR ACCURACY: 0.807, SHAPE: (28638, 11) 
TIME: 00:42:47EPOCHS: 25, K: 0, GENERATOR LOSS: 1.942, GENERATOR ACCURACY: 0.882, DISCRIMINATOR LOSS: 0.512, DISCRIMINATOR ACCURACY: 0.762, SHAPE: (28638, 11) 
TIME: 00:42:50EPOCHS: 25, K: 0, GENERATOR LOSS: 1.958, GENERATOR ACCURACY: 0.883, DISCRIMINATOR LOSS: 0.579, DISCRIMINATOR ACCURACY: 0.718, SHAPE: (28638, 11) 
