TIME: 01:30:51EPOCHS: 50, K: 0, GENERATOR LOSS: 2.816, GENERATOR ACCURACY: 0.931, DISCRIMINATOR LOSS: 2.527, DISCRIMINATOR ACCURACY: 0.548, SHAPE: (9994, 11) 
TIME: 01:30:53EPOCHS: 50, K: 0, GENERATOR LOSS: 2.902, GENERATOR ACCURACY: 0.933, DISCRIMINATOR LOSS: 6.491, DISCRIMINATOR ACCURACY: 0.537, SHAPE: (9994, 11) 
TIME: 01:30:55EPOCHS: 50, K: 0, GENERATOR LOSS: 2.584, GENERATOR ACCURACY: 0.937, DISCRIMINATOR LOSS: 4.656, DISCRIMINATOR ACCURACY: 0.557, SHAPE: (9994, 11) 
TIME: 01:30:57EPOCHS: 50, K: 0, GENERATOR LOSS: 1.767, GENERATOR ACCURACY: 0.944, DISCRIMINATOR LOSS: 2.246, DISCRIMINATOR ACCURACY: 0.561, SHAPE: (9994, 11) 
TIME: 01:30:59EPOCHS: 50, K: 0, GENERATOR LOSS: 1.760, GENERATOR ACCURACY: 0.952, DISCRIMINATOR LOSS: 2.453, DISCRIMINATOR ACCURACY: 0.504, SHAPE: (9994, 11) 
TIME: 01:31:01EPOCHS: 50, K: 0, GENERATOR LOSS: 0.876, GENERATOR ACCURACY: 0.955, DISCRIMINATOR LOSS: 1.977, DISCRIMINATOR ACCURACY: 0.442, SHAPE: (9994, 11) 
TIME: 01:31:03EPOCHS: 50, K: 0, GENERATOR LOSS: 1.394, GENERATOR ACCURACY: 0.957, DISCRIMINATOR LOSS: 1.034, DISCRIMINATOR ACCURACY: 0.639, SHAPE: (9994, 11) 
TIME: 01:31:06EPOCHS: 50, K: 0, GENERATOR LOSS: 0.774, GENERATOR ACCURACY: 0.959, DISCRIMINATOR LOSS: 1.918, DISCRIMINATOR ACCURACY: 0.367, SHAPE: (9994, 11) 
TIME: 01:31:08EPOCHS: 50, K: 0, GENERATOR LOSS: 3.647, GENERATOR ACCURACY: 0.961, DISCRIMINATOR LOSS: 4.515, DISCRIMINATOR ACCURACY: 0.535, SHAPE: (9994, 11) 
TIME: 01:31:10EPOCHS: 50, K: 0, GENERATOR LOSS: 0.906, GENERATOR ACCURACY: 0.962, DISCRIMINATOR LOSS: 9.739, DISCRIMINATOR ACCURACY: 0.473, SHAPE: (9994, 11) 
TIME: 01:31:12EPOCHS: 50, K: 0, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.963, DISCRIMINATOR LOSS: 8.698, DISCRIMINATOR ACCURACY: 0.490, SHAPE: (9994, 11) 
