10; 0; 0; (28638, 11); 1.8204882144927979; 0.8769816160202026; 0.7287036180496216; 0.6871453523635864; 2023-11-09 20:46:25.540640
10; 1; 0; (28638, 11); 1.6695961952209473; 0.8813813924789429; 1.0495352745056152; 0.5919030904769897; 2023-11-09 20:46:31.253900
10; 2; 0; (28638, 11); 1.8096693754196167; 0.8824638724327087; 0.6192969083786011; 0.7166957855224609; 2023-11-09 20:46:37.023497
10; 3; 0; (28638, 11); 1.596243143081665; 0.8838256597518921; 0.8663856983184814; 0.6130074262619019; 2023-11-09 20:46:42.770145
10; 4; 0; (28638, 11); 2.0104260444641113; 0.883232057094574; 0.6290209293365479; 0.7270405888557434; 2023-11-09 20:46:48.505543
10; 5; 0; (28638, 11); 1.8226373195648193; 0.8837907910346985; 0.5073850750923157; 0.7561981678009033; 2023-11-09 20:46:54.445528
10; 6; 0; (28638, 11); 2.166954755783081; 0.8835463523864746; 0.42555221915245056; 0.7941510081291199; 2023-11-09 20:47:00.189306
10; 7; 0; (28638, 11); 1.9428977966308594; 0.8835463523864746; 0.5378507971763611; 0.7313181757926941; 2023-11-09 20:47:05.925789
10; 8; 0; (28638, 11); 2.006422281265259; 0.8841748833656311; 0.6874741315841675; 0.7090790271759033; 2023-11-09 20:47:11.682589
10; 9; 0; (28638, 11); 2.206223249435425; 0.8843494653701782; 0.5263062119483948; 0.7654517889022827; 2023-11-09 20:47:17.440861
10; 0; 0; (28638, 11); 2.116424560546875; 0.8755849003791809; 0.4253927171230316; 0.8040593862533569; 2023-11-09 20:47:55.653942
10; 1; 0; (28638, 11); 2.164809465408325; 0.880717933177948; 0.46682360768318176; 0.8025098443031311; 2023-11-09 20:48:01.437250
10; 2; 0; (28638, 11); 2.1132912635803223; 0.8818702697753906; 0.5053858160972595; 0.7655608654022217; 2023-11-09 20:48:07.215819
10; 3; 0; (28638, 11); 1.8968501091003418; 0.8829178214073181; 0.5572959780693054; 0.7443474531173706; 2023-11-09 20:48:12.974044
10; 4; 0; (28638, 11); 1.8557909727096558; 0.8838256597518921; 0.649667501449585; 0.7024006843566895; 2023-11-09 20:48:18.715377
10; 5; 0; (28638, 11); 2.0997602939605713; 0.8839653730392456; 0.5622900128364563; 0.758118748664856; 2023-11-09 20:48:24.447182
10; 6; 0; (28638, 11); 1.6053128242492676; 0.8839653730392456; 1.1883763074874878; 0.6047359108924866; 2023-11-09 20:48:30.491023
10; 7; 0; (28638, 11); 2.033740520477295; 0.8838256597518921; 0.44235163927078247; 0.7987560033798218; 2023-11-09 20:48:36.283891
10; 8; 0; (28638, 11); 2.0252785682678223; 0.8841050267219543; 0.5997676253318787; 0.7431034445762634; 2023-11-09 20:48:42.062412
10; 9; 0; (28638, 11); 2.2237625122070312; 0.884908139705658; 0.48662373423576355; 0.7810344696044922; 2023-11-09 20:48:47.861705
10; 0; 0; (28638, 11); 2.225724697113037; 0.8751309514045715; 0.46572399139404297; 0.7929943203926086; 2023-11-09 20:49:26.130984
10; 1; 0; (28638, 11); 2.0214807987213135; 0.8805084228515625; 0.4455868899822235; 0.792339563369751; 2023-11-09 20:49:31.872931
10; 2; 0; (28638, 11); 1.5970416069030762; 0.8818004131317139; 0.8856109976768494; 0.6396333575248718; 2023-11-09 20:49:37.607459
10; 3; 0; (28638, 11); 2.1562814712524414; 0.8829178214073181; 0.4241754710674286; 0.8082278370857239; 2023-11-09 20:49:43.332159
10; 4; 0; (28638, 11); 1.8677273988723755; 0.8834415674209595; 0.6261253952980042; 0.7041903138160706; 2023-11-09 20:49:49.093167
10; 5; 0; (28638, 11); 1.936112403869629; 0.8834764957427979; 0.5076736807823181; 0.7755783796310425; 2023-11-09 20:49:54.834200
10; 6; 0; (28638, 11); 1.940379023551941; 0.8837209343910217; 0.5202010273933411; 0.7829550504684448; 2023-11-09 20:50:00.841115
10; 7; 0; (28638, 11); 1.6905080080032349; 0.883651077747345; 0.7532644867897034; 0.720209538936615; 2023-11-09 20:50:06.682587
10; 8; 0; (28638, 11); 2.139911651611328; 0.8841050267219543; 0.5709272027015686; 0.7585770487785339; 2023-11-09 20:50:12.427410
10; 9; 0; (28638, 11); 1.939173698425293; 0.8833717703819275; 0.5984349250793457; 0.7107376456260681; 2023-11-09 20:50:18.196364
