TIME: 00:46:24EPOCHS: 25, K: 1, GENERATOR LOSS: 3.246, GENERATOR ACCURACY: 0.931, DISCRIMINATOR LOSS: 4.896, DISCRIMINATOR ACCURACY: 0.460, SHAPE: (9994, 11) 
TIME: 00:46:42EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.931, DISCRIMINATOR LOSS: 8.983, DISCRIMINATOR ACCURACY: 0.534, SHAPE: (9994, 11) 
TIME: 00:47:00EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.934, DISCRIMINATOR LOSS: 9.036, DISCRIMINATOR ACCURACY: 0.492, SHAPE: (9994, 11) 
TIME: 00:47:19EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.939, DISCRIMINATOR LOSS: 7.581, DISCRIMINATOR ACCURACY: 0.507, SHAPE: (9994, 11) 
TIME: 00:47:37EPOCHS: 25, K: 1, GENERATOR LOSS: 1.123, GENERATOR ACCURACY: 0.949, DISCRIMINATOR LOSS: 1.654, DISCRIMINATOR ACCURACY: 0.528, SHAPE: (9994, 11) 
TIME: 00:47:55EPOCHS: 25, K: 1, GENERATOR LOSS: 2.527, GENERATOR ACCURACY: 0.958, DISCRIMINATOR LOSS: 10.138, DISCRIMINATOR ACCURACY: 0.500, SHAPE: (9994, 11) 
TIME: 00:48:13EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.963, DISCRIMINATOR LOSS: 9.234, DISCRIMINATOR ACCURACY: 0.514, SHAPE: (9994, 11) 
TIME: 00:48:30EPOCHS: 25, K: 1, GENERATOR LOSS: 1.081, GENERATOR ACCURACY: 0.968, DISCRIMINATOR LOSS: 1.840, DISCRIMINATOR ACCURACY: 0.567, SHAPE: (9994, 11) 
TIME: 00:48:49EPOCHS: 25, K: 1, GENERATOR LOSS: 1.435, GENERATOR ACCURACY: 0.971, DISCRIMINATOR LOSS: 6.025, DISCRIMINATOR ACCURACY: 0.458, SHAPE: (9994, 11) 
TIME: 00:49:07EPOCHS: 25, K: 1, GENERATOR LOSS: 2.003, GENERATOR ACCURACY: 0.973, DISCRIMINATOR LOSS: 3.178, DISCRIMINATOR ACCURACY: 0.519, SHAPE: (9994, 11) 
TIME: 00:49:25EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.974, DISCRIMINATOR LOSS: 4.425, DISCRIMINATOR ACCURACY: 0.556, SHAPE: (9994, 11) 
TIME: 00:49:43EPOCHS: 25, K: 1, GENERATOR LOSS: 1.123, GENERATOR ACCURACY: 0.975, DISCRIMINATOR LOSS: 2.574, DISCRIMINATOR ACCURACY: 0.464, SHAPE: (9994, 11) 
TIME: 00:50:01EPOCHS: 25, K: 1, GENERATOR LOSS: 1.391, GENERATOR ACCURACY: 0.976, DISCRIMINATOR LOSS: 1.827, DISCRIMINATOR ACCURACY: 0.591, SHAPE: (9994, 11) 
TIME: 00:50:19EPOCHS: 25, K: 1, GENERATOR LOSS: 1.396, GENERATOR ACCURACY: 0.977, DISCRIMINATOR LOSS: 11.827, DISCRIMINATOR ACCURACY: 0.483, SHAPE: (9994, 11) 
TIME: 00:50:37EPOCHS: 25, K: 1, GENERATOR LOSS: 1.256, GENERATOR ACCURACY: 0.978, DISCRIMINATOR LOSS: 3.240, DISCRIMINATOR ACCURACY: 0.544, SHAPE: (9994, 11) 
TIME: 00:50:55EPOCHS: 25, K: 1, GENERATOR LOSS: 0.957, GENERATOR ACCURACY: 0.978, DISCRIMINATOR LOSS: 2.557, DISCRIMINATOR ACCURACY: 0.464, SHAPE: (9994, 11) 
TIME: 00:51:13EPOCHS: 25, K: 1, GENERATOR LOSS: 1.335, GENERATOR ACCURACY: 0.979, DISCRIMINATOR LOSS: 2.385, DISCRIMINATOR ACCURACY: 0.524, SHAPE: (9994, 11) 
TIME: 00:51:31EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.979, DISCRIMINATOR LOSS: 9.718, DISCRIMINATOR ACCURACY: 0.512, SHAPE: (9994, 11) 
TIME: 00:51:50EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.979, DISCRIMINATOR LOSS: 8.500, DISCRIMINATOR ACCURACY: 0.509, SHAPE: (9994, 11) 
TIME: 00:52:08EPOCHS: 25, K: 1, GENERATOR LOSS: 0.815, GENERATOR ACCURACY: 0.980, DISCRIMINATOR LOSS: 1.465, DISCRIMINATOR ACCURACY: 0.455, SHAPE: (9994, 11) 
TIME: 00:52:26EPOCHS: 25, K: 1, GENERATOR LOSS: inf, GENERATOR ACCURACY: 0.980, DISCRIMINATOR LOSS: 7.447, DISCRIMINATOR ACCURACY: 0.504, SHAPE: (9994, 11) 
TIME: 00:52:44EPOCHS: 25, K: 1, GENERATOR LOSS: 1.801, GENERATOR ACCURACY: 0.981, DISCRIMINATOR LOSS: 7.099, DISCRIMINATOR ACCURACY: 0.476, SHAPE: (9994, 11) 
TIME: 00:53:02EPOCHS: 25, K: 1, GENERATOR LOSS: 1.128, GENERATOR ACCURACY: 0.981, DISCRIMINATOR LOSS: 1.610, DISCRIMINATOR ACCURACY: 0.560, SHAPE: (9994, 11) 
TIME: 00:53:20EPOCHS: 25, K: 1, GENERATOR LOSS: 1.917, GENERATOR ACCURACY: 0.981, DISCRIMINATOR LOSS: 7.236, DISCRIMINATOR ACCURACY: 0.512, SHAPE: (9994, 11) 
TIME: 00:53:38EPOCHS: 25, K: 1, GENERATOR LOSS: 1.746, GENERATOR ACCURACY: 0.982, DISCRIMINATOR LOSS: 5.157, DISCRIMINATOR ACCURACY: 0.497, SHAPE: (9994, 11) 
TIME: 00:53:57EPOCHS: 25, K: 1, GENERATOR LOSS: 1.629, GENERATOR ACCURACY: 0.883, DISCRIMINATOR LOSS: 0.641, DISCRIMINATOR ACCURACY: 0.714, SHAPE: (28638, 11) 
TIME: 00:54:03EPOCHS: 25, K: 1, GENERATOR LOSS: 1.808, GENERATOR ACCURACY: 0.895, DISCRIMINATOR LOSS: 0.531, DISCRIMINATOR ACCURACY: 0.756, SHAPE: (28638, 11) 
TIME: 00:54:10EPOCHS: 25, K: 1, GENERATOR LOSS: 1.465, GENERATOR ACCURACY: 0.897, DISCRIMINATOR LOSS: 0.887, DISCRIMINATOR ACCURACY: 0.602, SHAPE: (28638, 11) 
TIME: 00:54:16EPOCHS: 25, K: 1, GENERATOR LOSS: 1.766, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.512, DISCRIMINATOR ACCURACY: 0.764, SHAPE: (28638, 11) 
TIME: 00:54:22EPOCHS: 25, K: 1, GENERATOR LOSS: 1.866, GENERATOR ACCURACY: 0.899, DISCRIMINATOR LOSS: 0.580, DISCRIMINATOR ACCURACY: 0.749, SHAPE: (28638, 11) 
TIME: 00:54:28EPOCHS: 25, K: 1, GENERATOR LOSS: 1.630, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.673, DISCRIMINATOR ACCURACY: 0.719, SHAPE: (28638, 11) 
TIME: 00:54:35EPOCHS: 25, K: 1, GENERATOR LOSS: 1.773, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.553, DISCRIMINATOR ACCURACY: 0.742, SHAPE: (28638, 11) 
TIME: 00:54:42EPOCHS: 25, K: 1, GENERATOR LOSS: 1.489, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 1.147, DISCRIMINATOR ACCURACY: 0.577, SHAPE: (28638, 11) 
TIME: 00:54:48EPOCHS: 25, K: 1, GENERATOR LOSS: 1.620, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.618, DISCRIMINATOR ACCURACY: 0.715, SHAPE: (28638, 11) 
TIME: 00:54:54EPOCHS: 25, K: 1, GENERATOR LOSS: 1.823, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.492, DISCRIMINATOR ACCURACY: 0.771, SHAPE: (28638, 11) 
TIME: 00:55:00EPOCHS: 25, K: 1, GENERATOR LOSS: 1.616, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.674, DISCRIMINATOR ACCURACY: 0.688, SHAPE: (28638, 11) 
TIME: 00:55:06EPOCHS: 25, K: 1, GENERATOR LOSS: 1.580, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.677, DISCRIMINATOR ACCURACY: 0.661, SHAPE: (28638, 11) 
TIME: 00:55:12EPOCHS: 25, K: 1, GENERATOR LOSS: 1.577, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.789, DISCRIMINATOR ACCURACY: 0.650, SHAPE: (28638, 11) 
TIME: 00:55:18EPOCHS: 25, K: 1, GENERATOR LOSS: 1.566, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.842, DISCRIMINATOR ACCURACY: 0.711, SHAPE: (28638, 11) 
TIME: 00:55:25EPOCHS: 25, K: 1, GENERATOR LOSS: 1.525, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.897, DISCRIMINATOR ACCURACY: 0.626, SHAPE: (28638, 11) 
TIME: 00:55:31EPOCHS: 25, K: 1, GENERATOR LOSS: 1.751, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.573, DISCRIMINATOR ACCURACY: 0.734, SHAPE: (28638, 11) 
TIME: 00:55:37EPOCHS: 25, K: 1, GENERATOR LOSS: 1.789, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.518, DISCRIMINATOR ACCURACY: 0.742, SHAPE: (28638, 11) 
TIME: 00:55:43EPOCHS: 25, K: 1, GENERATOR LOSS: 1.744, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.509, DISCRIMINATOR ACCURACY: 0.741, SHAPE: (28638, 11) 
TIME: 00:55:49EPOCHS: 25, K: 1, GENERATOR LOSS: 1.721, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.591, DISCRIMINATOR ACCURACY: 0.725, SHAPE: (28638, 11) 
TIME: 00:55:55EPOCHS: 25, K: 1, GENERATOR LOSS: 1.830, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.447, DISCRIMINATOR ACCURACY: 0.800, SHAPE: (28638, 11) 
TIME: 00:56:02EPOCHS: 25, K: 1, GENERATOR LOSS: 1.887, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.480, DISCRIMINATOR ACCURACY: 0.778, SHAPE: (28638, 11) 
TIME: 00:56:08EPOCHS: 25, K: 1, GENERATOR LOSS: 1.716, GENERATOR ACCURACY: 0.900, DISCRIMINATOR LOSS: 0.624, DISCRIMINATOR ACCURACY: 0.695, SHAPE: (28638, 11) 
TIME: 00:56:14EPOCHS: 25, K: 1, GENERATOR LOSS: 1.839, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.736, DISCRIMINATOR ACCURACY: 0.710, SHAPE: (28638, 11) 
TIME: 00:56:21EPOCHS: 25, K: 1, GENERATOR LOSS: 1.727, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.538, DISCRIMINATOR ACCURACY: 0.747, SHAPE: (28638, 11) 
TIME: 00:56:28EPOCHS: 25, K: 1, GENERATOR LOSS: 1.748, GENERATOR ACCURACY: 0.901, DISCRIMINATOR LOSS: 0.550, DISCRIMINATOR ACCURACY: 0.725, SHAPE: (28638, 11) 
TIME: 00:57:15EPOCHS: 25, K: 1, GENERATOR LOSS: 1.432, GENERATOR ACCURACY: 0.998, DISCRIMINATOR LOSS: 1.788, DISCRIMINATOR ACCURACY: 0.577, SHAPE: (8124, 22) 
TIME: 00:57:22EPOCHS: 25, K: 1, GENERATOR LOSS: 0.979, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.737, DISCRIMINATOR ACCURACY: 0.548, SHAPE: (8124, 22) 
TIME: 00:57:28EPOCHS: 25, K: 1, GENERATOR LOSS: 1.196, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.787, DISCRIMINATOR ACCURACY: 0.636, SHAPE: (8124, 22) 
TIME: 00:57:34EPOCHS: 25, K: 1, GENERATOR LOSS: 1.016, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.829, DISCRIMINATOR ACCURACY: 0.565, SHAPE: (8124, 22) 
TIME: 00:57:41EPOCHS: 25, K: 1, GENERATOR LOSS: 1.178, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.937, DISCRIMINATOR ACCURACY: 0.589, SHAPE: (8124, 22) 
TIME: 00:57:47EPOCHS: 25, K: 1, GENERATOR LOSS: 1.247, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.862, DISCRIMINATOR ACCURACY: 0.607, SHAPE: (8124, 22) 
TIME: 00:57:54EPOCHS: 25, K: 1, GENERATOR LOSS: 1.222, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.859, DISCRIMINATOR ACCURACY: 0.611, SHAPE: (8124, 22) 
TIME: 00:58:00EPOCHS: 25, K: 1, GENERATOR LOSS: 1.317, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.771, DISCRIMINATOR ACCURACY: 0.602, SHAPE: (8124, 22) 
TIME: 00:58:06EPOCHS: 25, K: 1, GENERATOR LOSS: 0.969, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.948, DISCRIMINATOR ACCURACY: 0.525, SHAPE: (8124, 22) 
TIME: 00:58:13EPOCHS: 25, K: 1, GENERATOR LOSS: 1.091, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.972, DISCRIMINATOR ACCURACY: 0.553, SHAPE: (8124, 22) 
TIME: 00:58:19EPOCHS: 25, K: 1, GENERATOR LOSS: 1.389, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.181, DISCRIMINATOR ACCURACY: 0.499, SHAPE: (8124, 22) 
TIME: 00:58:25EPOCHS: 25, K: 1, GENERATOR LOSS: 1.006, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.880, DISCRIMINATOR ACCURACY: 0.543, SHAPE: (8124, 22) 
TIME: 00:58:32EPOCHS: 25, K: 1, GENERATOR LOSS: 1.104, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.613, DISCRIMINATOR ACCURACY: 0.513, SHAPE: (8124, 22) 
TIME: 00:58:38EPOCHS: 25, K: 1, GENERATOR LOSS: 1.112, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.953, DISCRIMINATOR ACCURACY: 0.578, SHAPE: (8124, 22) 
TIME: 00:58:45EPOCHS: 25, K: 1, GENERATOR LOSS: 1.250, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.128, DISCRIMINATOR ACCURACY: 0.561, SHAPE: (8124, 22) 
TIME: 00:58:51EPOCHS: 25, K: 1, GENERATOR LOSS: 1.228, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.750, DISCRIMINATOR ACCURACY: 0.608, SHAPE: (8124, 22) 
TIME: 00:58:58EPOCHS: 25, K: 1, GENERATOR LOSS: 0.840, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.258, DISCRIMINATOR ACCURACY: 0.476, SHAPE: (8124, 22) 
TIME: 00:59:04EPOCHS: 25, K: 1, GENERATOR LOSS: 1.214, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.863, DISCRIMINATOR ACCURACY: 0.534, SHAPE: (8124, 22) 
TIME: 00:59:10EPOCHS: 25, K: 1, GENERATOR LOSS: 1.155, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.894, DISCRIMINATOR ACCURACY: 0.567, SHAPE: (8124, 22) 
TIME: 00:59:17EPOCHS: 25, K: 1, GENERATOR LOSS: 1.179, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.010, DISCRIMINATOR ACCURACY: 0.531, SHAPE: (8124, 22) 
TIME: 00:59:23EPOCHS: 25, K: 1, GENERATOR LOSS: 1.021, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.810, DISCRIMINATOR ACCURACY: 0.573, SHAPE: (8124, 22) 
TIME: 00:59:30EPOCHS: 25, K: 1, GENERATOR LOSS: 0.959, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.222, DISCRIMINATOR ACCURACY: 0.444, SHAPE: (8124, 22) 
TIME: 00:59:36EPOCHS: 25, K: 1, GENERATOR LOSS: 0.917, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 1.840, DISCRIMINATOR ACCURACY: 0.489, SHAPE: (8124, 22) 
TIME: 00:59:42EPOCHS: 25, K: 1, GENERATOR LOSS: 0.836, GENERATOR ACCURACY: 1.000, DISCRIMINATOR LOSS: 0.944, DISCRIMINATOR ACCURACY: 0.453, SHAPE: (8124, 22) 
