Event;Model;Epochs;K;Dataset;Test;Metric;Value
sdv_eval;GANBLR;10;0;superstore;sdv_eval;quality_score;0.714512495223095
sdv_eval;GANBLR;10;0;superstore;sdv_eval;quality_score;0.7142450530517631
sdv_eval;GANBLR;10;0;superstore;sdv_eval;quality_score;0.7151678716951604
sdv_eval;GANBLR;10;1;superstore;sdv_eval;quality_score;0.8047150046304137
sdv_eval;GANBLR;10;1;superstore;sdv_eval;quality_score;0.8032573554691349
sdv_eval;GANBLR;10;1;superstore;sdv_eval;quality_score;0.8014092018115245
sdv_eval;CTGAN;10;0;superstore;sdv_eval;quality_score;0.8393829542934297
sdv_eval;CTGAN;10;0;superstore;sdv_eval;quality_score;0.8502573044004997
sdv_eval;CTGAN;10;0;superstore;sdv_eval;quality_score;0.8505506839736364
sdv_eval;GANBLR;25;0;superstore;sdv_eval;quality_score;0.7137830620506029
sdv_eval;GANBLR;25;0;superstore;sdv_eval;quality_score;0.7194365747587625
sdv_eval;GANBLR;25;0;superstore;sdv_eval;quality_score;0.7170570941389434
sdv_eval;GANBLR;25;1;superstore;sdv_eval;quality_score;0.827710173320847
sdv_eval;GANBLR;25;1;superstore;sdv_eval;quality_score;0.8270197322460371
sdv_eval;GANBLR;25;1;superstore;sdv_eval;quality_score;0.8295380072496497
sdv_eval;CTGAN;25;0;superstore;sdv_eval;quality_score;0.8306932663453048
sdv_eval;CTGAN;25;0;superstore;sdv_eval;quality_score;0.8297398661910869
sdv_eval;CTGAN;25;0;superstore;sdv_eval;quality_score;0.8198813256639434
sdv_eval;GANBLR;50;0;superstore;sdv_eval;quality_score;0.7038626743279652
sdv_eval;GANBLR;50;0;superstore;sdv_eval;quality_score;0.7042012404840989
sdv_eval;GANBLR;50;0;superstore;sdv_eval;quality_score;0.7040743853559739
sdv_eval;GANBLR;50;1;superstore;sdv_eval;quality_score;0.8162066602326024
sdv_eval;GANBLR;50;1;superstore;sdv_eval;quality_score;0.8117571418254522
sdv_eval;GANBLR;50;1;superstore;sdv_eval;quality_score;0.8078175696749953
sdv_eval;CTGAN;50;0;superstore;sdv_eval;quality_score;0.8368236016178695
sdv_eval;CTGAN;50;0;superstore;sdv_eval;quality_score;0.822967106478302
sdv_eval;CTGAN;50;0;superstore;sdv_eval;quality_score;0.8352012755215144
sdv_eval;GANBLR;100;0;superstore;sdv_eval;quality_score;0.6945572183442589
sdv_eval;GANBLR;100;0;superstore;sdv_eval;quality_score;0.69015175810097
sdv_eval;GANBLR;100;0;superstore;sdv_eval;quality_score;0.6920324850944932
sdv_eval;GANBLR;100;1;superstore;sdv_eval;quality_score;0.7902064674522673
sdv_eval;GANBLR;100;1;superstore;sdv_eval;quality_score;0.7898266417596465
sdv_eval;GANBLR;100;1;superstore;sdv_eval;quality_score;0.7948257780832891
sdv_eval;CTGAN;100;0;superstore;sdv_eval;quality_score;0.8501959181536514
sdv_eval;CTGAN;100;0;superstore;sdv_eval;quality_score;0.8683928474051081
sdv_eval;CTGAN;100;0;superstore;sdv_eval;quality_score;0.8470223121477506
sdv_eval;GANBLR;150;0;superstore;sdv_eval;quality_score;0.6760219928904616
sdv_eval;GANBLR;150;0;superstore;sdv_eval;quality_score;0.6707907506450379
sdv_eval;GANBLR;150;0;superstore;sdv_eval;quality_score;0.6763127586742201
sdv_eval;GANBLR;150;1;superstore;sdv_eval;quality_score;0.7731927867018658
sdv_eval;GANBLR;150;1;superstore;sdv_eval;quality_score;0.7740647144697901
sdv_eval;GANBLR;150;1;superstore;sdv_eval;quality_score;0.7710624487143882
sdv_eval;CTGAN;150;0;superstore;sdv_eval;quality_score;0.8574860162169811
sdv_eval;CTGAN;150;0;superstore;sdv_eval;quality_score;0.8583720700355816
sdv_eval;CTGAN;150;0;superstore;sdv_eval;quality_score;0.8754984984944627
